X,Y,STATE,NAME,LAT,LON,Start_Time,Full_Time,End_Time,ObjectId
-86.746856,33.361209,AL,Indian Springs Village,33.361209,-86.746856,2024/02/18 17:41:10+00,2024/02/18 19:00:10+00,2024/02/18 20:17:40+00,180
-86.659082,33.539914,AL,Irondale,33.539914,-86.659082,2024/02/18 17:41:30+00,2024/02/18 19:00:40+00,2024/02/18 20:18:00+00,181
-86.147182,34.037204,AL,Ivalee,34.037204,-86.147182,2024/02/18 17:43:00+00,2024/02/18 19:02:00+00,2024/02/18 20:19:10+00,182
-87.891183,31.532321,AL,Jackson,31.532321,-87.891183,2024/02/18 17:36:20+00,2024/02/18 18:55:50+00,2024/02/18 20:14:00+00,183
-85.815046,32.884019,AL,Jacksons' Gap,32.884019,-85.815046,2024/02/18 17:42:10+00,2024/02/18 19:01:10+00,2024/02/18 20:18:20+00,184
-85.755217,33.810066,AL,Jacksonville,33.810066,-85.755217,2024/02/18 17:43:30+00,2024/02/18 19:02:20+00,2024/02/18 20:19:20+00,185
-87.268348,33.85111,AL,Jasper,33.85111,-87.268348,2024/02/18 17:40:50+00,2024/02/18 19:00:00+00,2024/02/18 20:17:30+00,186
-86.73307,32.970705,AL,Jemison,32.970705,-86.73307,2024/02/18 17:40:40+00,2024/02/18 18:59:50+00,2024/02/18 20:17:10+00,187
-86.549946,34.29955,AL,Joppa,34.29955,-86.549946,2024/02/18 17:42:40+00,2024/02/18 19:01:40+00,2024/02/18 20:18:50+00,188
-87.556598,33.902808,AL,Kansas,33.902808,-87.556598,2024/02/18 17:40:20+00,2024/02/18 18:59:30+00,2024/02/18 20:17:10+00,189
-86.034608,32.979188,AL,Kellyton,32.979188,-86.034608,2024/02/18 17:42:00+00,2024/02/18 19:01:00+00,2024/02/18 20:18:10+00,190
-87.9855,33.580722,AL,Kennedy,33.580722,-87.9855,2024/02/18 17:39:10+00,2024/02/18 18:58:20+00,2024/02/18 20:16:20+00,191
-87.529346,34.860954,AL,Killen,34.860954,-87.529346,2024/02/18 17:41:50+00,2024/02/18 19:00:50+00,2024/02/18 20:18:10+00,192
-86.800211,33.776989,AL,Kimberly,33.776989,-86.800211,2024/02/18 17:41:30+00,2024/02/18 19:00:40+00,2024/02/18 20:18:00+00,193
-85.334994,31.296269,AL,Kinsey,31.296269,-85.334994,2024/02/18 17:41:10+00,2024/02/18 19:00:00+00,2024/02/18 20:17:00+00,194
-86.170075,31.219604,AL,Kinston,31.219604,-86.170075,2024/02/18 17:39:20+00,2024/02/18 18:58:30+00,2024/02/18 20:15:50+00,195
-85.090423,32.459709,AL,Ladonia,32.459709,-85.090423,2024/02/18 17:43:00+00,2024/02/18 19:01:50+00,2024/02/18 20:18:40+00,196
-85.400795,32.899427,AL,La Fayette,32.899427,-85.400795,2024/02/18 17:43:00+00,2024/02/18 19:01:50+00,2024/02/18 20:18:50+00,197
-85.975573,34.391675,AL,Lakeview,34.391675,-85.975573,2024/02/18 17:43:50+00,2024/02/18 19:02:40+00,2024/02/18 20:19:40+00,198
-87.132653,33.288266,AL,Lake View,33.288266,-87.132653,2024/02/18 17:40:20+00,2024/02/18 18:59:30+00,2024/02/18 20:17:10+00,199
-85.207788,32.858649,AL,Lanett,32.858649,-85.207788,2024/02/18 17:43:20+00,2024/02/18 19:02:10+00,2024/02/18 20:19:00+00,200
-86.423371,33.700875,AL,Odenville,33.700875,-86.423371,2024/02/18 17:42:10+00,2024/02/18 19:01:10+00,2024/02/18 20:18:20+00,201
-86.029062,33.789759,AL,Ohatchee,33.789759,-86.029062,2024/02/18 17:43:00+00,2024/02/18 19:01:50+00,2024/02/18 20:19:00+00,202
-86.489793,33.947038,AL,Oneonta,33.947038,-86.489793,2024/02/18 17:42:20+00,2024/02/18 19:01:20+00,2024/02/18 20:18:30+00,203
-86.276024,31.225693,AL,Onycha,31.225693,-86.276024,2024/02/18 17:39:10+00,2024/02/18 18:58:10+00,2024/02/18 20:15:40+00,204
-85.37889,32.660739,AL,Opelika,32.660739,-85.37889,2024/02/18 17:42:50+00,2024/02/18 19:01:40+00,2024/02/18 20:18:40+00,205
-86.257442,31.284375,AL,Opp,31.284375,-86.257442,2024/02/18 17:39:20+00,2024/02/18 18:58:20+00,2024/02/18 20:15:50+00,206
-87.595371,30.293987,AL,Orange Beach,30.293987,-87.595371,2024/02/18 17:35:20+00,2024/02/18 18:54:40+00,2024/02/18 20:12:40+00,207
-87.245447,32.306769,AL,Orrville,32.306769,-87.245447,2024/02/18 17:38:40+00,2024/02/18 18:58:00+00,2024/02/18 20:15:50+00,208
-85.967035,32.842211,AL,Our Town,32.842211,-85.967035,2024/02/18 17:41:50+00,2024/02/18 19:00:50+00,2024/02/18 20:18:00+00,209
-86.455027,34.585458,AL,Owens Cross Roads,34.585458,-86.455027,2024/02/18 17:43:20+00,2024/02/18 19:02:10+00,2024/02/18 20:19:20+00,210
-85.868219,33.59641,AL,Oxford,33.59641,-85.868219,2024/02/18 17:43:00+00,2024/02/18 19:02:00+00,2024/02/18 20:19:00+00,211
-85.645035,31.451615,AL,Ozark,31.451615,-85.645035,2024/02/18 17:40:40+00,2024/02/18 18:59:40+00,2024/02/18 20:16:50+00,212
-86.333952,34.660934,AL,Paint Rock,34.660934,-86.333952,2024/02/18 17:43:30+00,2024/02/18 19:02:30+00,2024/02/18 20:19:30+00,213
-88.262266,32.946819,AL,Panola,32.946819,-88.262266,2024/02/18 17:37:40+00,2024/02/18 18:57:10+00,2024/02/18 20:15:10+00,214
-87.280127,33.732321,AL,Parrish,33.732321,-87.280127,2024/02/18 17:40:30+00,2024/02/18 18:59:40+00,2024/02/18 20:17:20+00,215
-86.937949,33.133805,AL,Pea Ridge,33.133805,-86.937949,2024/02/18 17:40:20+00,2024/02/18 18:59:30+00,2024/02/18 20:17:10+00,216
-86.742197,33.32183,AL,Pelham,33.32183,-86.742197,2024/02/18 17:41:00+00,2024/02/18 19:00:10+00,2024/02/18 20:17:40+00,217
-86.263634,33.560312,AL,Pell City,33.560312,-86.263634,2024/02/18 17:42:20+00,2024/02/18 19:01:20+00,2024/02/18 20:18:30+00,218
-88.037572,32.200612,AL,Pennington,32.200612,-88.037572,2024/02/18 17:37:00+00,2024/02/18 18:56:30+00,2024/02/18 20:14:40+00,219
-85.474824,33.009832,AL,Penton,33.009832,-85.474824,2024/02/18 17:43:00+00,2024/02/18 19:01:50+00,2024/02/18 20:18:50+00,220
-87.630272,31.005634,AL,Perdido,31.005634,-87.630272,2024/02/18 17:36:10+00,2024/02/18 18:55:30+00,2024/02/18 20:13:40+00,221
-87.5048,30.353879,AL,Perdido Beach,30.353879,-87.5048,2024/02/18 17:35:30+00,2024/02/18 18:54:50+00,2024/02/18 20:12:50+00,222
-87.263042,31.583669,AL,Peterman,31.583669,-87.263042,2024/02/18 17:37:40+00,2024/02/18 18:57:00+00,2024/02/18 20:14:50+00,223
-86.204007,31.85216,AL,Petrey,31.85216,-86.204007,2024/02/18 17:40:10+00,2024/02/18 18:59:10+00,2024/02/18 20:16:30+00,224
-85.031019,32.453709,AL,Phenix City,32.453709,-85.031019,2024/02/18 17:43:10+00,2024/02/18 19:02:00+00,2024/02/18 20:18:50+00,225
-87.707359,34.351547,AL,Phil Campbell,34.351547,-87.707359,2024/02/18 17:40:40+00,2024/02/18 18:59:50+00,2024/02/18 20:17:30+00,226
-88.289443,33.235782,AL,Pickensville,33.235782,-88.289443,2024/02/18 17:38:00+00,2024/02/18 18:57:30+00,2024/02/18 20:15:30+00,227
-85.615267,33.927557,AL,Piedmont,33.927557,-85.615267,2024/02/18 17:44:00+00,2024/02/18 19:02:50+00,2024/02/18 20:19:40+00,228
-86.118927,32.273609,AL,Pike Road,32.273609,-86.118927,2024/02/18 17:40:50+00,2024/02/18 18:59:50+00,2024/02/18 20:17:10+00,229
-85.537836,31.318989,AL,Pinckard,31.318989,-85.537836,2024/02/18 17:40:40+00,2024/02/18 18:59:40+00,2024/02/18 20:16:40+00,230
-86.989059,31.872155,AL,Pine Apple,31.872155,-86.989059,2024/02/18 17:38:40+00,2024/02/18 18:57:50+00,2024/02/18 20:15:40+00,231
-87.587516,31.985884,AL,Pine Hill,31.985884,-87.587516,2024/02/18 17:37:30+00,2024/02/18 18:57:00+00,2024/02/18 20:15:00+00,232
-86.454318,32.579539,AL,Pine Level,32.579539,-86.454318,2024/02/18 17:40:30+00,2024/02/18 18:59:40+00,2024/02/18 20:17:10+00,233
-85.783831,34.447915,AL,Pine Ridge,34.447915,-85.783831,2024/02/18 17:44:10+00,2024/02/18 19:03:00+00,2024/02/18 20:20:00+00,234
-86.663613,33.709262,AL,Pinson,33.709262,-86.663613,2024/02/18 17:41:40+00,2024/02/18 19:00:50+00,2024/02/18 20:18:10+00,235
-85.84601,34.684366,AL,Pisgah,34.684366,-85.84601,2024/02/18 17:44:30+00,2024/02/18 19:03:20+00,2024/02/18 20:20:10+00,236
-86.97815,33.493967,AL,Pleasant Grove,33.493967,-86.97815,2024/02/18 17:40:50+00,2024/02/18 19:00:00+00,2024/02/18 20:17:30+00,237
-86.197637,34.737619,AL,Pleasant Groves,34.737619,-86.197637,2024/02/18 17:44:00+00,2024/02/18 19:02:50+00,2024/02/18 20:19:40+00,238
-87.911132,30.486112,AL,Point Clear,30.486112,-87.911132,2024/02/18 17:34:50+00,2024/02/18 18:54:20+00,2024/02/18 20:12:30+00,239
-87.172978,31.023877,AL,Pollard,31.023877,-87.172978,2024/02/18 17:37:10+00,2024/02/18 18:56:20+00,2024/02/18 20:14:20+00,240
-85.897553,34.532588,AL,Powell,34.532588,-85.897553,2024/02/18 17:44:10+00,2024/02/18 19:03:00+00,2024/02/18 20:19:50+00,241
-86.449401,32.449041,AL,Prattville,32.449041,-86.449401,2024/02/18 17:40:20+00,2024/02/18 18:59:30+00,2024/02/18 20:17:00+00,242
-86.882177,34.529583,AL,Priceville,34.529583,-86.882177,2024/02/18 17:42:20+00,2024/02/18 19:01:20+00,2024/02/18 20:18:40+00,243
-88.131416,30.773337,AL,Prichard,30.773337,-88.131416,2024/02/18 17:34:50+00,2024/02/18 18:54:20+00,2024/02/18 20:12:40+00,244
-87.776115,32.342386,AL,Providence,32.342386,-87.776115,2024/02/18 17:37:40+00,2024/02/18 18:57:10+00,2024/02/18 20:15:10+00,245
-88.033057,32.018084,AL,Putnam,32.018084,-88.033057,2024/02/18 17:36:50+00,2024/02/18 18:56:10+00,2024/02/18 20:14:30+00,246
-86.135927,33.748325,AL,Ragland,33.748325,-86.135927,2024/02/18 17:42:40+00,2024/02/18 19:01:40+00,2024/02/18 20:18:50+00,247
-86.084228,33.928777,AL,Rainbow City,33.928777,-86.084228,2024/02/18 17:43:10+00,2024/02/18 19:02:00+00,2024/02/18 20:19:10+00,248
-85.836505,34.494364,AL,Rainsville,34.494364,-85.836505,2024/02/18 17:44:10+00,2024/02/18 19:03:00+00,2024/02/18 20:19:50+00,249
-85.339013,33.525853,AL,Ranburne,33.525853,-85.339013,2024/02/18 17:44:00+00,2024/02/18 19:02:50+00,2024/02/18 20:19:30+00,250
-86.045252,32.868141,AL,Ray,32.868141,-86.045252,2024/02/18 17:41:40+00,2024/02/18 19:00:40+00,2024/02/18 20:18:00+00,251
-88.136515,34.436097,AL,Red Bay,34.436097,-88.136515,2024/02/18 17:40:10+00,2024/02/18 18:59:10+00,2024/02/18 20:17:00+00,252
-86.143759,32.481426,AL,Redland,32.481426,-86.143759,2024/02/18 17:41:00+00,2024/02/18 19:00:10+00,2024/02/18 20:17:20+00,253
-86.606217,31.406711,AL,Red Level,31.406711,-86.606217,2024/02/18 17:38:50+00,2024/02/18 18:57:50+00,2024/02/18 20:15:30+00,254
-86.661172,34.687763,AL,Redstone Arsenal,34.687763,-86.661172,2024/02/18 17:43:00+00,2024/02/18 19:02:00+00,2024/02/18 20:19:00+00,255
-86.034498,34.077241,AL,Reece City,34.077241,-86.034498,2024/02/18 17:43:20+00,2024/02/18 19:02:20+00,2024/02/18 20:19:20+00,256
-85.819562,32.574211,AL,Reeltown,32.574211,-85.819562,2024/02/18 17:41:50+00,2024/02/18 19:00:50+00,2024/02/18 20:18:00+00,257
-88.017273,33.37826,AL,Reform,33.37826,-88.017273,2024/02/18 17:38:50+00,2024/02/18 18:58:10+00,2024/02/18 20:16:00+00,258
-85.439607,31.124507,AL,Rehobeth,31.124507,-85.439607,2024/02/18 17:40:40+00,2024/02/18 18:59:30+00,2024/02/18 20:16:30+00,259
-86.593941,33.806972,AL,Remlap,33.806972,-86.593941,2024/02/18 17:42:00+00,2024/02/18 19:01:00+00,2024/02/18 20:18:20+00,260
-87.238931,31.409716,AL,Repton,31.409716,-87.238931,2024/02/18 17:37:30+00,2024/02/18 18:56:50+00,2024/02/18 20:14:40+00,261
-86.102874,34.056929,AL,Ridgeville,34.056929,-86.102874,2024/02/18 17:43:10+00,2024/02/18 19:02:00+00,2024/02/18 20:19:10+00,262
-86.544609,31.352397,AL,River Falls,31.352397,-86.544609,2024/02/18 17:38:50+00,2024/02/18 18:58:00+00,2024/02/18 20:15:30+00,263
-86.204357,33.616394,AL,Riverside,33.616394,-86.204357,2024/02/18 17:42:20+00,2024/02/18 19:01:20+00,2024/02/18 20:18:40+00,264
-87.077531,31.06126,AL,Riverview,31.06126,-87.077531,2024/02/18 17:37:20+00,2024/02/18 18:56:40+00,2024/02/18 20:14:30+00,265
-85.369526,33.145305,AL,Roanoke,33.145305,-85.369526,2024/02/18 17:43:20+00,2024/02/18 19:02:20+00,2024/02/18 20:19:10+00,266
-87.704723,30.557139,AL,Robertsdale,30.557139,-87.704723,2024/02/18 17:35:30+00,2024/02/18 18:54:50+00,2024/02/18 20:13:00+00,267
-87.081249,33.477227,AL,Rock Creek,33.477227,-87.081249,2024/02/18 17:40:40+00,2024/02/18 18:59:50+00,2024/02/18 20:17:20+00,268
-86.208346,32.896866,AL,Rockford,32.896866,-86.208346,2024/02/18 17:41:30+00,2024/02/18 19:00:30+00,2024/02/18 20:17:50+00,269
-85.28107,33.15994,AL,Rock Mills,33.15994,-85.28107,2024/02/18 17:43:30+00,2024/02/18 19:02:20+00,2024/02/18 20:19:20+00,270
-87.844212,31.405776,AL,Rockville,31.405776,-87.844212,2024/02/18 17:36:20+00,2024/02/18 18:55:50+00,2024/02/18 20:14:00+00,271
-87.284092,34.827714,AL,Rogersville,34.827714,-87.284092,2024/02/18 17:42:10+00,2024/02/18 19:01:00+00,2024/02/18 20:18:20+00,272
-86.500325,33.992756,AL,Rosa,33.992756,-86.500325,2024/02/18 17:42:20+00,2024/02/18 19:01:20+00,2024/02/18 20:18:40+00,273
-87.728123,34.505719,AL,Russellville,34.505719,-87.728123,2024/02/18 17:40:50+00,2024/02/18 19:00:00+00,2024/02/18 20:17:30+00,274
-86.302008,31.724072,AL,Rutledge,31.724072,-86.302008,2024/02/18 17:39:50+00,2024/02/18 18:58:50+00,2024/02/18 20:16:20+00,275
-87.623736,34.874098,AL,St. Florian,34.874098,-87.623736,2024/02/18 17:41:40+00,2024/02/18 19:00:40+00,2024/02/18 20:18:00+00,276
-88.052834,31.571111,AL,St. Stephens,31.571111,-88.052834,2024/02/18 17:36:10+00,2024/02/18 18:55:40+00,2024/02/18 20:13:50+00,277
-85.853698,33.711401,AL,Saks,33.711401,-85.853698,2024/02/18 17:43:10+00,2024/02/18 19:02:10+00,2024/02/18 20:19:10+00,278
-86.046735,31.112417,AL,Samson,31.112417,-86.046735,2024/02/18 17:39:20+00,2024/02/18 18:58:20+00,2024/02/18 20:15:50+00,279
-85.770416,34.231228,AL,Sand Rock,34.231228,-85.770416,2024/02/18 17:44:00+00,2024/02/18 19:02:50+00,2024/02/18 20:19:50+00,280
-86.398848,31.298819,AL,Sanford,31.298819,-86.398848,2024/02/18 17:39:00+00,2024/02/18 18:58:10+00,2024/02/18 20:15:40+00,281
-88.109842,30.854566,AL,Saraland,30.854566,-88.109842,2024/02/18 17:35:10+00,2024/02/18 18:54:30+00,2024/02/18 20:12:50+00,282
-86.119104,34.172413,AL,Sardis City,34.172413,-86.119104,2024/02/18 17:43:20+00,2024/02/18 19:02:10+00,2024/02/18 20:19:20+00,283
-88.063383,30.857874,AL,Satsuma,30.857874,-88.063383,2024/02/18 17:35:10+00,2024/02/18 18:54:40+00,2024/02/18 20:13:00+00,284
-86.048155,34.64462,AL,Scottsboro,34.64462,-86.048155,2024/02/18 17:44:00+00,2024/02/18 19:02:50+00,2024/02/18 20:19:50+00,285
-85.984942,34.581644,AL,Section,34.581644,-85.984942,2024/02/18 17:44:00+00,2024/02/18 19:03:00+00,2024/02/18 20:19:50+00,286
-87.035702,32.416983,AL,Selma,32.416983,-87.035702,2024/02/18 17:39:20+00,2024/02/18 18:58:30+00,2024/02/18 20:16:10+00,287
-87.006888,32.378253,AL,Selmont-West Selmont,32.378253,-87.006888,2024/02/18 17:39:20+00,2024/02/18 18:58:30+00,2024/02/18 20:16:10+00,288
-88.24759,30.796223,AL,Semmes,30.796223,-88.24759,2024/02/18 17:34:40+00,2024/02/18 18:54:10+00,2024/02/18 20:12:30+00,289
-87.697085,34.757019,AL,Sheffield,34.757019,-87.697085,2024/02/18 17:41:20+00,2024/02/18 19:00:20+00,2024/02/18 20:17:50+00,290
-86.585403,33.106882,AL,Shelby,33.106882,-86.585403,2024/02/18 17:41:00+00,2024/02/18 19:00:10+00,2024/02/18 20:17:30+00,291
-85.877617,34.462666,AL,Shiloh,34.462666,-85.877617,2024/02/18 17:44:10+00,2024/02/18 19:03:00+00,2024/02/18 20:19:50+00,292
-86.610925,33.430763,AL,Shoal Creek,33.430763,-86.610925,2024/02/18 17:41:30+00,2024/02/18 19:00:30+00,2024/02/18 20:17:50+00,293
-85.972808,32.411501,AL,Shorter,32.411501,-85.972808,2024/02/18 17:41:20+00,2024/02/18 19:00:20+00,2024/02/18 20:17:30+00,294
-88.325923,31.767802,AL,Silas,31.767802,-88.325923,2024/02/18 17:36:00+00,2024/02/18 18:55:30+00,2024/02/18 20:13:40+00,295
-87.750557,30.545359,AL,Silverhill,30.545359,-87.750557,2024/02/18 17:35:20+00,2024/02/18 18:54:50+00,2024/02/18 20:13:00+00,296
-88.142971,31.249255,AL,Sims Chapel,31.249255,-88.142971,2024/02/18 17:35:30+00,2024/02/18 18:55:00+00,2024/02/18 20:13:20+00,297
-87.082918,33.822119,AL,Sipsey,33.822119,-87.082918,2024/02/18 17:41:10+00,2024/02/18 19:00:10+00,2024/02/18 20:17:40+00,298
-86.12243,34.798524,AL,Skyline,34.798524,-86.12243,2024/02/18 17:44:10+00,2024/02/18 19:03:00+00,2024/02/18 20:19:50+00,299
-85.59866,31.112126,AL,Slocomb,31.112126,-85.59866,2024/02/18 17:40:20+00,2024/02/18 18:59:20+00,2024/02/18 20:16:20+00,300
-143.00743,62.496548,AK,Nabesna,62.496548,-143.00743,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,301
-156.885872,58.78516,AK,Naknek,58.78516,-156.885872,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,302
-151.929558,59.333848,AK,Nanwalek,59.333848,-151.929558,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,303
-161.985573,60.690541,AK,Napakiak,60.690541,-161.985573,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,304
-161.753782,60.702782,AK,Napaskiak,60.702782,-161.753782,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,305
-133.195015,55.874121,AK,Naukati Bay,55.874121,-133.195015,2024/02/18 18:03:10+00,2024/02/18 18:30:40+00,2024/02/18 18:58:50+00,306
-146.829938,62.010403,AK,Nelchina,62.010403,-146.829938,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,307
-161.635799,55.836649,AK,Nelson Lagoon,55.836649,-161.635799,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,308
-149.083629,64.536054,AK,Nenana,64.536054,-149.083629,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,309
-154.902414,59.737057,AK,Newhalen,59.737057,-154.902414,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,310
-157.309184,59.484987,AK,New Stuyahok,59.484987,-157.309184,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,311
-164.645682,60.935069,AK,Newtok,60.935069,-164.645682,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,312
-164.83464,60.462401,AK,Nightmute,60.462401,-164.83464,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,313
-151.225268,60.725015,AK,Nikiski,60.725015,-151.225268,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,314
-151.596382,59.829553,AK,Nikolaevsk,59.829553,-151.596382,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,315
-154.374944,62.999115,AK,Nikolai,62.999115,-154.374944,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,316
-168.718502,53.007863,AK,Nikolski,53.007863,-168.718502,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,317
-151.404185,60.061292,AK,Ninilchik,60.061292,-151.404185,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,318
-163.010434,67.589482,AK,Noatak,67.589482,-163.010434,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,319
-165.415287,64.505741,AK,Nome,64.505741,-165.415287,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,320
-154.866046,59.975246,AK,Nondalton,59.975246,-154.866046,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,321
-161.034669,66.82821,AK,Noorvik,66.82821,-161.034669,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,322
-149.310724,61.618378,AK,North Lakes,61.618378,-149.310724,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,323
-147.362655,64.752728,AK,North Pole,64.752728,-147.362655,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,324
-141.541256,63.000776,AK,Northway,63.000776,-141.541256,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,325
-150.989674,70.213483,AK,Nuiqsut,70.213483,-150.989674,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,326
-158.27535,64.691283,AK,Nulato,64.691283,-158.27535,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,327
-164.900554,62.506887,AK,Nunam Iqua,62.506887,-164.900554,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,328
-162.464564,60.881767,AK,Nunapitchuk,60.881767,-162.464564,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,329
-153.329674,57.218798,AK,Old Harbor,57.218798,-153.329674,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,330
-161.788239,60.723444,AK,Oscarville,60.723444,-161.788239,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,331
-152.462388,57.92466,AK,Ouzinkie,57.92466,-152.462388,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,332
-149.114682,61.597166,AK,Palmer,61.597166,-149.114682,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,333
-145.757621,62.975706,AK,Paxson,62.975706,-145.757621,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,334
-154.125718,59.789215,AK,Pedro Bay,59.789215,-154.125718,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,335
-136.215066,57.959229,AK,Pelican,57.959229,-136.215066,2024/02/18 18:11:20+00,2024/02/18 18:31:10+00,2024/02/18 18:51:30+00,336
-159.155754,55.934456,AK,Perryville,55.934456,-159.155754,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,337
-132.874938,56.756918,AK,Petersburg,56.756918,-132.874938,2024/02/18 18:05:20+00,2024/02/18 18:32:10+00,2024/02/18 18:59:40+00,338
-150.884124,62.453484,AK,Petersville,62.453484,-150.884124,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,339
-157.722807,57.541137,AK,Pilot Point,57.541137,-157.722807,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,340
-162.872648,61.948167,AK,Pilot Station,61.948167,-162.872648,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,341
-163.268128,62.037403,AK,Pitkas Point,62.037403,-163.268128,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,342
-161.747032,58.952583,AK,Platinum,58.952583,-161.747032,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,343
-146.89855,64.885468,AK,Pleasant Valley,64.885468,-146.89855,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,344
-133.616794,56.348132,AK,Point Baker,56.348132,-133.616794,2024/02/18 18:04:40+00,2024/02/18 18:31:00+00,2024/02/18 18:57:50+00,345
-166.681159,68.34421,AK,Point Hope,68.34421,-166.681159,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,346
-162.834621,69.737125,AK,Point Lay,69.737125,-162.834621,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,347
-150.048525,61.3427,AK,Point MacKenzie,61.3427,-150.048525,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,348
-150.688844,60.923081,AK,Point Possession,60.923081,-150.688844,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,349
-154.447236,59.570602,AK,Pope-Vannoy Landing,59.570602,-154.447236,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,350
-157.669817,58.90542,AK,Portage Creek,58.90542,-157.669817,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,351
-134.65275,56.237593,AK,Port Alexander,56.237593,-134.65275,2024/02/18 18:05:10+00,2024/02/18 18:29:50+00,2024/02/18 18:55:20+00,352
-154.33961,60.15673,AK,Port Alsworth,60.15673,-154.33961,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,353
-166.764673,65.109476,AK,Port Clarence,65.109476,-166.764673,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,2024/02/18 00:00:00+00,354
