X,Y,STATE,NAME,LAT,LON,Start_Time,Full_Time,End_Time,ObjectId
-85.527029,33.091627,AL,Abanda,33.091627,-85.527029,2024/02/18 17:43:00+00,2024/02/18 19:02:00+00,2024/02/18 20:18:50+00,1
-85.259121,31.564706,AL,Abbeville,31.564706,-85.259121,2024/02/18 17:41:40+00,2024/02/18 19:00:30+00,2024/02/18 20:17:20+00,2
-86.971527,33.602315,AL,Adamsville,33.602315,-86.971527,2024/02/18 17:41:00+00,2024/02/18 19:00:00+00,2024/02/18 20:17:30+00,3
-87.178004,34.202681,AL,Addison,34.202681,-87.178004,2024/02/18 17:41:30+00,2024/02/18 19:00:30+00,2024/02/18 20:18:00+00,4
-87.740899,32.879066,AL,Akron,32.879066,-87.740899,2024/02/18 17:38:40+00,2024/02/18 18:58:00+00,2024/02/18 20:15:50+00,5
-86.82308,33.214355,AL,Alabaster,33.214355,-86.82308,2024/02/18 17:40:40+00,2024/02/18 18:59:50+00,2024/02/18 20:17:20+00,6
-86.21066,34.26313,AL,Albertville,34.26313,-86.21066,2024/02/18 17:43:20+00,2024/02/18 19:02:10+00,2024/02/18 20:19:20+00,7
-85.940589,32.916719,AL,Alexander City,32.916719,-85.940589,2024/02/18 17:42:00+00,2024/02/18 19:01:00+00,2024/02/18 20:18:10+00,8
-85.872008,33.760819,AL,Alexandria,33.760819,-85.872008,2024/02/18 17:43:10+00,2024/02/18 19:02:10+00,2024/02/18 20:19:10+00,9
-88.159344,33.123706,AL,Aliceville,33.123706,-88.159344,2024/02/18 17:38:10+00,2024/02/18 18:57:30+00,2024/02/18 20:15:30+00,10
-86.516109,33.907623,AL,Allgood,33.907623,-86.516109,2024/02/18 17:42:10+00,2024/02/18 19:01:20+00,2024/02/18 20:18:30+00,11
-86.305179,34.040014,AL,Altoona,34.040014,-86.305179,2024/02/18 17:42:50+00,2024/02/18 19:01:50+00,2024/02/18 20:19:00+00,12
-86.478031,31.309436,AL,Andalusia,31.309436,-86.478031,2024/02/18 17:38:50+00,2024/02/18 18:58:00+00,2024/02/18 20:15:30+00,13
-87.274274,34.915675,AL,Anderson,34.915675,-87.274274,2024/02/18 17:42:20+00,2024/02/18 19:01:10+00,2024/02/18 20:18:30+00,14
-85.810891,33.673469,AL,Anniston,33.673469,-85.810891,2024/02/18 17:43:20+00,2024/02/18 19:02:10+00,2024/02/18 20:19:10+00,15
-86.501167,34.332387,AL,Arab,34.332387,-86.501167,2024/02/18 17:42:50+00,2024/02/18 19:01:50+00,2024/02/18 20:19:00+00,16
-86.829022,34.987838,AL,Ardmore,34.987838,-86.829022,2024/02/18 17:43:10+00,2024/02/18 19:02:00+00,2024/02/18 20:19:10+00,17
-86.505281,33.691018,AL,Argo,33.691018,-86.505281,2024/02/18 17:42:00+00,2024/02/18 19:01:00+00,2024/02/18 20:18:20+00,18
-85.713061,31.597772,AL,Ariton,31.597772,-85.713061,2024/02/18 17:40:50+00,2024/02/18 18:59:40+00,2024/02/18 20:16:50+00,19
-87.217831,34.076234,AL,Arley,34.076234,-87.217831,2024/02/18 17:41:10+00,2024/02/18 19:00:20+00,2024/02/18 20:17:50+00,20
-85.236236,31.185284,AL,Ashford,31.185284,-85.236236,2024/02/18 17:41:10+00,2024/02/18 19:00:00+00,2024/02/18 20:16:50+00,21
-85.833706,33.269892,AL,Ashland,33.269892,-85.833706,2024/02/18 17:42:40+00,2024/02/18 19:01:40+00,2024/02/18 20:18:40+00,22
-86.270015,33.835197,AL,Ashville,33.835197,-86.270015,2024/02/18 17:42:30+00,2024/02/18 19:01:30+00,2024/02/18 20:18:40+00,23
-86.950799,34.779021,AL,Athens,34.779021,-86.950799,2024/02/18 17:42:40+00,2024/02/18 19:01:40+00,2024/02/18 20:18:50+00,24
-87.457798,31.124067,AL,Atmore,31.124067,-87.457798,2024/02/18 17:36:40+00,2024/02/18 18:56:00+00,2024/02/18 20:14:00+00,25
-86.121037,33.986189,AL,Attalla,33.986189,-86.121037,2024/02/18 17:43:10+00,2024/02/18 19:02:00+00,2024/02/18 20:19:10+00,26
-85.494746,32.607806,AL,Auburn,32.607806,-85.494746,2024/02/18 17:42:30+00,2024/02/18 19:01:20+00,2024/02/18 20:18:20+00,27
-86.658752,32.432563,AL,Autaugaville,32.432563,-86.658752,2024/02/18 17:40:00+00,2024/02/18 18:59:10+00,2024/02/18 20:16:50+00,28
-85.279211,31.179727,AL,Avon,31.179727,-85.279211,2024/02/18 17:41:10+00,2024/02/18 18:59:50+00,2024/02/18 20:16:50+00,29
-88.02262,30.922171,AL,Axis,30.922171,-88.02262,2024/02/18 17:35:20+00,2024/02/18 18:54:40+00,2024/02/18 20:13:00+00,30
-86.319437,31.302083,AL,Babbie,31.302083,-86.319437,2024/02/18 17:39:10+00,2024/02/18 18:58:10+00,2024/02/18 20:15:40+00,31
-86.608788,34.260858,AL,Baileyton,34.260858,-86.608788,2024/02/18 17:42:30+00,2024/02/18 19:01:30+00,2024/02/18 20:18:50+00,32
-85.295408,31.776923,AL,Bakerhill,31.776923,-85.295408,2024/02/18 17:41:50+00,2024/02/18 19:00:40+00,2024/02/18 20:17:40+00,33
-85.801478,34.023047,AL,Ballplay,34.023047,-85.801478,2024/02/18 17:43:40+00,2024/02/18 19:02:40+00,2024/02/18 20:19:30+00,34
-85.836434,31.813264,AL,Banks,31.813264,-85.836434,2024/02/18 17:40:40+00,2024/02/18 18:59:40+00,2024/02/18 20:17:00+00,35
-87.791306,30.894436,AL,Bay Minette,30.894436,-87.791306,2024/02/18 17:35:50+00,2024/02/18 18:55:10+00,2024/02/18 20:13:20+00,36
-88.263271,30.407586,AL,Bayou La Batre,30.407586,-88.263271,2024/02/18 17:34:10+00,2024/02/18 18:53:30+00,2024/02/18 20:12:00+00,37
-87.713399,34.255481,AL,Bear Creek,34.255481,-87.713399,2024/02/18 17:40:40+00,2024/02/18 18:59:40+00,2024/02/18 20:17:20+00,38
-87.209046,31.733309,AL,Beatrice,31.733309,-87.209046,2024/02/18 17:38:00+00,2024/02/18 18:57:20+00,2024/02/18 20:15:10+00,39
-88.021778,33.935411,AL,Beaverton,33.935411,-88.021778,2024/02/18 17:39:40+00,2024/02/18 18:58:50+00,2024/02/18 20:16:40+00,40
-87.861678,34.47454,AL,Belgreen,34.47454,-87.861678,2024/02/18 17:40:40+00,2024/02/18 18:59:40+00,2024/02/18 20:17:20+00,41
-87.92861,33.651641,AL,Belk,33.651641,-87.92861,2024/02/18 17:39:20+00,2024/02/18 18:58:40+00,2024/02/18 20:16:30+00,42
-88.131481,32.463658,AL,Bellamy,32.463658,-88.131481,2024/02/18 17:37:20+00,2024/02/18 18:56:40+00,2024/02/18 20:14:50+00,43
-88.10594,30.489492,AL,Belle Fontaine,30.489492,-88.10594,2024/02/18 17:34:30+00,2024/02/18 18:54:00+00,2024/02/18 20:12:20+00,44
-86.817546,32.307931,AL,Benton,32.307931,-86.817546,2024/02/18 17:39:30+00,2024/02/18 18:58:50+00,2024/02/18 20:16:20+00,45
-86.748955,34.185005,AL,Berlin,34.185005,-86.748955,2024/02/18 17:42:10+00,2024/02/18 19:01:10+00,2024/02/18 20:18:30+00,46
-87.609311,33.666702,AL,Berry,33.666702,-87.609311,2024/02/18 17:40:00+00,2024/02/18 18:59:10+00,2024/02/18 20:16:50+00,47
-86.971522,33.370858,AL,Bessemer,33.370858,-86.971522,2024/02/18 17:40:40+00,2024/02/18 18:59:50+00,2024/02/18 20:17:20+00,48
-86.706713,32.664711,AL,Billingsley,32.664711,-86.706713,2024/02/18 17:40:10+00,2024/02/18 18:59:20+00,2024/02/18 20:16:50+00,49
-86.797036,33.527174,AL,Birmingham,33.527174,-86.797036,2024/02/18 17:41:10+00,2024/02/18 19:00:20+00,2024/02/18 20:17:40+00,50
-85.74442,31.00977,AL,Black,31.00977,-85.74442,2024/02/18 17:40:00+00,2024/02/18 18:58:50+00,2024/02/18 20:16:00+00,51
-86.583918,34.075838,AL,Blountsville,34.075838,-86.583918,2024/02/18 17:42:20+00,2024/02/18 19:01:20+00,2024/02/18 20:18:30+00,52
-86.182436,32.4989,AL,Blue Ridge,32.4989,-86.182436,2024/02/18 17:41:00+00,2024/02/18 19:00:00+00,2024/02/18 20:17:20+00,53
-85.503526,31.663516,AL,Blue Springs,31.663516,-85.503526,2024/02/18 17:41:20+00,2024/02/18 19:00:10+00,2024/02/18 20:17:10+00,54
-86.155151,34.19902,AL,Boaz,34.19902,-86.155151,2024/02/18 17:43:20+00,2024/02/18 19:02:10+00,2024/02/18 20:19:20+00,55
-88.02859,32.768081,AL,Boligee,32.768081,-88.02859,2024/02/18 17:37:50+00,2024/02/18 18:57:10+00,2024/02/18 20:15:20+00,56
-86.327148,33.25937,AL,Bon Air,33.25937,-86.327148,2024/02/18 17:41:40+00,2024/02/18 19:00:40+00,2024/02/18 20:18:00+00,57
-87.72439,30.318246,AL,Bon Secour,30.318246,-87.72439,2024/02/18 17:35:00+00,2024/02/18 18:54:20+00,2024/02/18 20:12:30+00,58
-87.294343,32.068375,AL,Boykin,32.068375,-87.294343,2024/02/18 17:38:20+00,2024/02/18 18:57:30+00,2024/02/18 20:15:30+00,59
-86.256784,31.581992,AL,Brantley,31.581992,-86.256784,2024/02/18 17:39:40+00,2024/02/18 18:58:50+00,2024/02/18 20:16:10+00,60
-86.882522,33.219303,AL,Brantleyville,33.219303,-86.882522,2024/02/18 17:40:30+00,2024/02/18 18:59:40+00,2024/02/18 20:17:20+00,61
-87.172088,32.944893,AL,Brent,32.944893,-87.172088,2024/02/18 17:39:40+00,2024/02/18 18:59:00+00,2024/02/18 20:16:40+00,62
-87.076583,31.109175,AL,Brewton,31.109175,-87.076583,2024/02/18 17:37:20+00,2024/02/18 18:56:40+00,2024/02/18 20:14:30+00,63
-85.723765,34.949312,AL,Bridgeport,34.949312,-85.723765,2024/02/18 17:45:00+00,2024/02/18 19:03:50+00,2024/02/18 20:20:30+00,64
-86.945404,33.439551,AL,Brighton,33.439551,-86.945404,2024/02/18 17:40:50+00,2024/02/18 19:00:00+00,2024/02/18 20:17:30+00,65
-87.769047,34.025671,AL,Brilliant,34.025671,-87.769047,2024/02/18 17:40:10+00,2024/02/18 18:59:20+00,2024/02/18 20:17:00+00,66
-86.240993,34.109216,AL,Bristow Cove,34.109216,-86.240993,2024/02/18 17:43:00+00,2024/02/18 19:02:00+00,2024/02/18 20:19:00+00,67
-86.685262,33.438035,AL,Brook Highland,33.438035,-86.685262,2024/02/18 17:41:20+00,2024/02/18 19:00:20+00,2024/02/18 20:17:50+00,68
-86.906314,33.634617,AL,Brookside,33.634617,-86.906314,2024/02/18 17:41:10+00,2024/02/18 19:00:20+00,2024/02/18 20:17:40+00,69
-87.331488,33.239842,AL,Brookwood,33.239842,-87.331488,2024/02/18 17:39:50+00,2024/02/18 18:59:00+00,2024/02/18 20:16:50+00,70
-85.532112,34.365728,AL,Broomtown,34.365728,-85.532112,2024/02/18 17:44:40+00,2024/02/18 19:03:30+00,2024/02/18 20:20:10+00,71
-85.81755,31.717639,AL,Brundidge,31.717639,-85.81755,2024/02/18 17:40:40+00,2024/02/18 18:59:40+00,2024/02/18 20:16:50+00,72
-88.026385,31.016881,AL,Bucks,31.016881,-88.026385,2024/02/18 17:35:20+00,2024/02/18 18:54:50+00,2024/02/18 20:13:10+00,73
-88.210781,32.096479,AL,Butler,32.096479,-88.210781,2024/02/18 17:36:40+00,2024/02/18 18:56:00+00,2024/02/18 20:14:20+00,74
-86.745644,33.122319,AL,Calera,33.122319,-86.745644,2024/02/18 17:40:50+00,2024/02/18 19:00:00+00,2024/02/18 20:17:20+00,75
-88.021549,31.149898,AL,Calvert,31.149898,-88.021549,2024/02/18 17:35:40+00,2024/02/18 18:55:10+00,2024/02/18 20:13:20+00,76
-87.28895,31.998493,AL,Camden,31.998493,-87.28895,2024/02/18 17:38:10+00,2024/02/18 18:57:30+00,2024/02/18 20:15:20+00,77
-85.655833,32.797327,AL,Camp Hill,32.797327,-85.655833,2024/02/18 17:42:20+00,2024/02/18 19:01:20+00,2024/02/18 20:18:20+00,78
-87.522078,33.894991,AL,Carbon Hill,33.894991,-87.522078,2024/02/18 17:40:30+00,2024/02/18 18:59:40+00,2024/02/18 20:17:10+00,79
-86.930637,33.64729,AL,Cardiff,33.64729,-86.930637,2024/02/18 17:41:10+00,2024/02/18 19:00:10+00,2024/02/18 20:17:40+00,80
-86.124073,34.114451,AL,Carlisle-Rockledge,34.114451,-86.124073,2024/02/18 17:43:20+00,2024/02/18 19:02:10+00,2024/02/18 20:19:10+00,81
-87.835666,31.348571,AL,Carlton,31.348571,-87.835666,2024/02/18 17:36:20+00,2024/02/18 18:55:40+00,2024/02/18 20:13:50+00,82
-86.521001,31.23415,AL,Carolina,31.23415,-86.521001,2024/02/18 17:38:40+00,2024/02/18 18:57:50+00,2024/02/18 20:15:20+00,83
-88.095071,33.261903,AL,Carrollton,33.261903,-88.095071,2024/02/18 17:38:30+00,2024/02/18 18:57:50+00,2024/02/18 20:15:50+00,84
-87.029129,31.299678,AL,Castleberry,31.299678,-87.029129,2024/02/18 17:37:50+00,2024/02/18 18:57:00+00,2024/02/18 20:14:50+00,85
-87.469978,32.18617,AL,Catherine,32.18617,-87.469978,2024/02/18 17:38:10+00,2024/02/18 18:57:30+00,2024/02/18 20:15:20+00,86
-85.588565,34.221422,AL,Cedar Bluff,34.221422,-85.588565,2024/02/18 17:44:20+00,2024/02/18 19:03:10+00,2024/02/18 20:20:00+00,87
-86.684567,33.643903,AL,Center Point,33.643903,-86.684567,2024/02/18 17:41:30+00,2024/02/18 19:00:40+00,2024/02/18 20:18:00+00,88
-85.671683,34.153059,AL,Centre,34.153059,-85.671683,2024/02/18 17:44:10+00,2024/02/18 19:03:00+00,2024/02/18 20:19:50+00,89
-87.132043,32.958967,AL,Centreville,32.958967,-87.132043,2024/02/18 17:39:50+00,2024/02/18 18:59:00+00,2024/02/18 20:16:40+00,90
-88.246019,31.469145,AL,Chatom,31.469145,-88.246019,2024/02/18 17:35:40+00,2024/02/18 18:55:10+00,2024/02/18 20:13:30+00,91
-86.635139,33.309007,AL,Chelsea,33.309007,-86.635139,2024/02/18 17:41:10+00,2024/02/18 19:00:20+00,2024/02/18 20:17:40+00,92
-87.965589,34.7577,AL,Cherokee,34.7577,-87.965589,2024/02/18 17:40:50+00,2024/02/18 18:59:50+00,2024/02/18 20:17:30+00,93
-88.079697,30.77145,AL,Chickasaw,30.77145,-88.079697,2024/02/18 17:35:00+00,2024/02/18 18:54:30+00,2024/02/18 20:12:50+00,94
-86.340844,33.292549,AL,Childersburg,33.292549,-86.340844,2024/02/18 17:41:50+00,2024/02/18 19:00:50+00,2024/02/18 20:18:10+00,95
-85.707191,33.667728,AL,Choccolocco,33.667728,-85.707191,2024/02/18 17:43:20+00,2024/02/18 19:02:20+00,2024/02/18 20:19:20+00,96
-88.2082,30.927194,AL,Chunchula,30.927194,-88.2082,2024/02/18 17:35:00+00,2024/02/18 18:54:20+00,2024/02/18 20:12:50+00,97
-88.249843,31.097269,AL,Citronelle,31.097269,-88.249843,2024/02/18 17:35:00+00,2024/02/18 18:54:30+00,2024/02/18 20:13:00+00,98
-86.619494,32.845572,AL,Clanton,32.845572,-86.619494,2024/02/18 17:40:40+00,2024/02/18 18:59:40+00,2024/02/18 20:17:10+00,99
-86.608182,33.696583,AL,Clay,33.696583,-86.608182,2024/02/18 17:41:50+00,2024/02/18 19:00:50+00,2024/02/18 20:18:10+00,100
-86.230171,34.001318,AL,Gallant,34.001318,-86.230171,2024/02/18 17:42:50+00,2024/02/18 19:01:50+00,2024/02/18 20:19:00+00,101
-86.483524,31.41074,AL,Gantt,31.41074,-86.483524,2024/02/18 17:39:00+00,2024/02/18 18:58:10+00,2024/02/18 20:15:40+00,102
-86.749054,34.014688,AL,Garden City,34.014688,-86.749054,2024/02/18 17:42:00+00,2024/02/18 19:01:00+00,2024/02/18 20:18:20+00,103
-86.809844,33.676587,AL,Gardendale,33.676587,-86.809844,2024/02/18 17:41:20+00,2024/02/18 19:00:30+00,2024/02/18 20:17:50+00,104
-85.561248,34.267444,AL,Gaylesville,34.267444,-85.561248,2024/02/18 17:44:30+00,2024/02/18 19:03:20+00,2024/02/18 20:20:00+00,105
-88.318154,32.868715,AL,Geiger,32.868715,-88.318154,2024/02/18 17:37:30+00,2024/02/18 18:56:50+00,2024/02/18 20:15:00+00,106
-85.876818,31.044886,AL,Geneva,31.044886,-85.876818,2024/02/18 17:39:40+00,2024/02/18 18:58:40+00,2024/02/18 20:15:50+00,107
-86.746762,31.639134,AL,Georgiana,31.639134,-86.746762,2024/02/18 17:38:50+00,2024/02/18 18:58:00+00,2024/02/18 20:15:40+00,108
-86.002579,34.359087,AL,Geraldine,34.359087,-86.002579,2024/02/18 17:43:40+00,2024/02/18 19:02:40+00,2024/02/18 20:19:30+00,109
-88.307545,31.866247,AL,Gilbertown,31.866247,-88.307545,2024/02/18 17:36:10+00,2024/02/18 18:55:40+00,2024/02/18 20:13:50+00,110
-87.732682,33.892108,AL,Glen Allen,33.892108,-87.732682,2024/02/18 17:40:00+00,2024/02/18 18:59:10+00,2024/02/18 20:17:00+00,111
-85.933606,33.948339,AL,Glencoe,33.948339,-85.933606,2024/02/18 17:43:20+00,2024/02/18 19:02:20+00,2024/02/18 20:19:20+00,112
-86.173687,31.671266,AL,Glenwood,31.671266,-86.173687,2024/02/18 17:40:00+00,2024/02/18 18:59:00+00,2024/02/18 20:16:20+00,113
-85.777982,33.084867,AL,Goldville,33.084867,-85.777982,2024/02/18 17:42:30+00,2024/02/18 19:01:30+00,2024/02/18 20:18:30+00,114
-86.867104,34.110689,AL,Good Hope,34.110689,-86.867104,2024/02/18 17:41:50+00,2024/02/18 19:01:00+00,2024/02/18 20:18:20+00,115
-86.052486,33.060713,AL,Goodwater,33.060713,-86.052486,2024/02/18 17:42:00+00,2024/02/18 19:01:00+00,2024/02/18 20:18:10+00,116
-87.903681,33.322286,AL,Gordo,33.322286,-87.903681,2024/02/18 17:38:50+00,2024/02/18 18:58:10+00,2024/02/18 20:16:10+00,117
-85.092504,31.143606,AL,Gordon,31.143606,-85.092504,2024/02/18 17:41:30+00,2024/02/18 19:00:10+00,2024/02/18 20:17:00+00,118
-86.704235,32.159179,AL,Gordonville,32.159179,-86.704235,2024/02/18 17:39:30+00,2024/02/18 18:58:40+00,2024/02/18 20:16:20+00,119
-86.123245,31.720015,AL,Goshen,31.720015,-86.123245,2024/02/18 17:40:10+00,2024/02/18 18:59:10+00,2024/02/18 20:16:30+00,120
-85.323085,33.455191,AL,Graham,33.455191,-85.323085,2024/02/18 17:43:50+00,2024/02/18 19:02:40+00,2024/02/18 20:19:30+00,121
-88.344401,30.472082,AL,Grand Bay,30.472082,-88.344401,2024/02/18 17:34:00+00,2024/02/18 18:53:30+00,2024/02/18 20:12:00+00,122
-86.26043,34.518173,AL,Grant,34.518173,-86.26043,2024/02/18 17:43:30+00,2024/02/18 19:02:30+00,2024/02/18 20:19:30+00,123
-86.641942,33.646568,AL,Grayson Valley,33.646568,-86.641942,2024/02/18 17:41:40+00,2024/02/18 19:00:40+00,2024/02/18 20:18:00+00,124
-86.941398,33.633756,AL,Graysville,33.633756,-86.941398,2024/02/18 17:41:10+00,2024/02/18 19:00:10+00,2024/02/18 20:17:40+00,125
-87.5937,32.700968,AL,Greensboro,32.700968,-87.5937,2024/02/18 17:38:40+00,2024/02/18 18:58:00+00,2024/02/18 20:15:50+00,126
-86.636951,31.843072,AL,Greenville,31.843072,-86.636951,2024/02/18 17:39:10+00,2024/02/18 18:58:30+00,2024/02/18 20:16:00+00,127
-85.45029,31.299869,AL,Grimes,31.299869,-85.45029,2024/02/18 17:41:00+00,2024/02/18 18:59:50+00,2024/02/18 20:16:50+00,128
-87.772868,31.69867,AL,Grove Hill,31.69867,-87.772868,2024/02/18 17:36:50+00,2024/02/18 18:56:20+00,2024/02/18 20:14:20+00,129
-87.902363,33.98322,AL,Guin,33.98322,-87.902363,2024/02/18 17:39:50+00,2024/02/18 18:59:00+00,2024/02/18 20:16:50+00,130
-88.242231,30.991106,AL,Gulfcrest,30.991106,-88.242231,2024/02/18 17:35:00+00,2024/02/18 18:54:30+00,2024/02/18 20:12:50+00,131
-87.701258,30.275837,AL,Gulf Shores,30.275837,-87.701258,2024/02/18 17:35:00+00,2024/02/18 18:54:20+00,2024/02/18 20:12:30+00,132
-86.252323,34.367947,AL,Guntersville,34.367947,-86.252323,2024/02/18 17:43:20+00,2024/02/18 19:02:20+00,2024/02/18 20:19:20+00,133
-86.380271,34.701364,AL,Gurley,34.701364,-86.380271,2024/02/18 17:43:30+00,2024/02/18 19:02:30+00,2024/02/18 20:19:30+00,134
-87.870376,33.94433,AL,Gu-Win,33.94433,-87.870376,2024/02/18 17:39:50+00,2024/02/18 18:59:00+00,2024/02/18 20:16:50+00,135
-87.830402,34.269355,AL,Hackleburg,34.269355,-87.830402,2024/02/18 17:40:20+00,2024/02/18 18:59:30+00,2024/02/18 20:17:10+00,136
-85.934423,33.054654,AL,Hackneyville,33.054654,-85.934423,2024/02/18 17:42:10+00,2024/02/18 19:01:10+00,2024/02/18 20:18:20+00,137
-85.138068,31.409976,AL,Haleburg,31.409976,-85.138068,2024/02/18 17:41:40+00,2024/02/18 19:00:30+00,2024/02/18 20:17:20+00,138
-87.617574,34.233832,AL,Haleyville,34.233832,-87.617574,2024/02/18 17:40:50+00,2024/02/18 18:59:50+00,2024/02/18 20:17:30+00,139
-87.970833,34.138713,AL,Hamilton,34.138713,-87.970833,2024/02/18 17:40:00+00,2024/02/18 18:59:10+00,2024/02/18 20:16:50+00,140
-85.640348,34.566232,AL,Hammondville,34.566232,-85.640348,2024/02/18 17:44:40+00,2024/02/18 19:03:30+00,2024/02/18 20:20:20+00,141
-86.764436,34.06401,AL,Hanceville,34.06401,-86.764436,2024/02/18 17:42:00+00,2024/02/18 19:01:00+00,2024/02/18 20:18:20+00,142
-86.200931,33.002922,AL,Hanover,33.002922,-86.200931,2024/02/18 17:41:40+00,2024/02/18 19:00:40+00,2024/02/18 20:17:50+00,143
-86.428431,33.317725,AL,Harpersville,33.317725,-86.428431,2024/02/18 17:41:40+00,2024/02/18 19:00:40+00,2024/02/18 20:18:00+00,144
-85.691225,31.105348,AL,Hartford,31.105348,-85.691225,2024/02/18 17:40:10+00,2024/02/18 18:59:10+00,2024/02/18 20:16:10+00,145
-86.940364,34.440434,AL,Hartselle,34.440434,-86.940364,2024/02/18 17:42:10+00,2024/02/18 19:01:10+00,2024/02/18 20:18:30+00,146
-86.758643,34.85507,AL,Harvest,34.85507,-86.758643,2024/02/18 17:43:10+00,2024/02/18 19:02:00+00,2024/02/18 20:19:10+00,147
-87.413835,34.560671,AL,Hatton,34.560671,-87.413835,2024/02/18 17:41:30+00,2024/02/18 19:00:30+00,2024/02/18 20:18:00+00,148
-86.744224,33.894514,AL,Hayden,33.894514,-86.744224,2024/02/18 17:41:50+00,2024/02/18 19:00:50+00,2024/02/18 20:18:10+00,149
-86.578588,32.182595,AL,Hayneville,32.182595,-86.578588,2024/02/18 17:39:50+00,2024/02/18 18:59:00+00,2024/02/18 20:16:30+00,150
-86.567392,34.923656,AL,Hazel Green,34.923656,-86.567392,2024/02/18 17:43:30+00,2024/02/18 19:02:20+00,2024/02/18 20:19:30+00,151
-85.357031,31.354974,AL,Headland,31.354974,-85.357031,2024/02/18 17:41:10+00,2024/02/18 19:00:00+00,2024/02/18 20:17:00+00,152
-86.46905,31.344839,AL,Heath,31.344839,-86.46905,2024/02/18 17:39:00+00,2024/02/18 18:58:00+00,2024/02/18 20:15:40+00,153
-85.569339,33.6474,AL,Heflin,33.6474,-85.569339,2024/02/18 17:43:40+00,2024/02/18 19:02:30+00,2024/02/18 20:19:20+00,154
-86.879177,33.283424,AL,Helena,33.283424,-86.879177,2024/02/18 17:40:50+00,2024/02/18 19:00:00+00,2024/02/18 20:17:30+00,155
-85.730918,34.630641,AL,Henagar,34.630641,-85.730918,2024/02/18 17:44:40+00,2024/02/18 19:03:30+00,2024/02/18 20:20:10+00,156
-86.422553,33.894586,AL,Highland Lake,33.894586,-86.422553,2024/02/18 17:42:20+00,2024/02/18 19:01:20+00,2024/02/18 20:18:40+00,157
-86.64792,33.397611,AL,Highland Lakes,33.397611,-86.64792,2024/02/18 17:41:20+00,2024/02/18 19:00:20+00,2024/02/18 20:17:50+00,158
-87.178489,34.642586,AL,Hillsboro,34.642586,-87.178489,2024/02/18 17:42:10+00,2024/02/18 19:01:00+00,2024/02/18 20:18:20+00,159
-86.129601,32.890568,AL,Hissop,32.890568,-86.129601,2024/02/18 17:41:40+00,2024/02/18 19:00:40+00,2024/02/18 20:18:00+00,160
-88.150928,31.488725,AL,Hobson,31.488725,-88.150928,2024/02/18 17:35:50+00,2024/02/18 18:55:20+00,2024/02/18 20:13:40+00,161
-85.846146,33.618801,AL,Hobson City,33.618801,-85.846146,2024/02/18 17:43:10+00,2024/02/18 19:02:00+00,2024/02/18 20:19:00+00,162
-87.92316,34.334246,AL,Hodges,34.334246,-87.92316,2024/02/18 17:40:20+00,2024/02/18 18:59:30+00,2024/02/18 20:17:10+00,163
-85.862873,33.989682,AL,Hokes Bluff,33.989682,-85.862873,2024/02/18 17:43:30+00,2024/02/18 19:02:30+00,2024/02/18 20:19:30+00,164
-86.126967,33.121757,AL,Hollins,33.121757,-86.126967,2024/02/18 17:42:00+00,2024/02/18 19:01:00+00,2024/02/18 20:18:10+00,165
-85.652862,33.531333,AL,Hollis Crossroads,33.531333,-85.652862,2024/02/18 17:43:20+00,2024/02/18 19:02:10+00,2024/02/18 20:19:10+00,166
-86.612067,34.167686,AL,Holly Pond,34.167686,-86.612067,2024/02/18 17:42:30+00,2024/02/18 19:01:30+00,2024/02/18 20:18:40+00,167
-85.965579,34.717279,AL,Hollywood,34.717279,-85.965579,2024/02/18 17:44:20+00,2024/02/18 19:03:10+00,2024/02/18 20:20:00+00,168
-87.482894,33.229745,AL,Holt,33.229745,-87.482894,2024/02/18 17:39:40+00,2024/02/18 18:58:50+00,2024/02/18 20:16:40+00,169
-86.328004,32.630299,AL,Holtville,32.630299,-86.328004,2024/02/18 17:40:50+00,2024/02/18 19:00:00+00,2024/02/18 20:17:20+00,170
-86.80965,33.45855,AL,Homewood,33.45855,-86.80965,2024/02/18 17:41:10+00,2024/02/18 19:00:10+00,2024/02/18 20:17:40+00,171
-86.808905,33.37903,AL,Hoover,33.37903,-86.808905,2024/02/18 17:41:00+00,2024/02/18 19:00:10+00,2024/02/18 20:17:30+00,172
-86.325163,31.238137,AL,Horn Hill,31.238137,-86.325163,2024/02/18 17:39:00+00,2024/02/18 18:58:10+00,2024/02/18 20:15:40+00,173
-87.016565,33.408604,AL,Hueytown,33.408604,-87.016565,2024/02/18 17:40:40+00,2024/02/18 18:59:50+00,2024/02/18 20:17:20+00,174
-85.239635,32.843062,AL,Huguley,32.843062,-85.239635,2024/02/18 17:43:20+00,2024/02/18 19:02:10+00,2024/02/18 20:19:00+00,175
-86.67667,34.69772,AL,Huntsville,34.69772,-86.67667,2024/02/18 17:43:00+00,2024/02/18 19:02:00+00,2024/02/18 20:19:00+00,176
-85.41467,32.24009,AL,Hurtsboro,32.24009,-85.41467,2024/02/18 17:42:10+00,2024/02/18 19:01:00+00,2024/02/18 20:18:00+00,177
-86.089176,34.896635,AL,Hytop,34.896635,-86.089176,2024/02/18 17:44:20+00,2024/02/18 19:03:10+00,2024/02/18 20:20:00+00,178
-85.668958,34.702599,AL,Ider,34.702599,-85.668958,2024/02/18 17:44:50+00,2024/02/18 19:03:30+00,2024/02/18 20:20:20+00,179
