STATE,NAME,LAT,LON,Start_Partial,Start_Total,End_Total,End_Partial,Midpoint_Totality,ObjectId,TestTime,Total_Duration
AR,Acorn,34.638786,-94.200112,2024/02/18 17:30:40+00,2024-02-18 18:47:35+00:00,2024-02-18 18:51:37+00:00,2024/02/18 20:08:30+00,2024/02/18 18:49:36+00,1,12:30:40,04:02
AR,McRae,35.113627,-91.826194,2024/02/18 17:35:10+00,2024-02-18 18:52:42+00:00,2024-02-18 18:55:26+00:00,2024/02/18 20:12:30+00,2024/02/18 18:54:04+00,2,12:35:10,02:44
AR,Adona,35.03993,-92.899132,2024/02/18 17:33:20+00,2024-02-18 18:50:08+00:00,2024-02-18 18:54:22+00:00,2024/02/18 20:10:50+00,2024/02/18 18:52:15+00,3,12:33:20,04:14
AR,Alexander,34.618588,-92.451217,2024/02/18 17:33:20+00,2024-02-18 18:51:09+00:00,2024-02-18 18:53:38+00:00,2024/02/18 20:11:10+00,2024/02/18 18:52:24+00,4,12:33:20,02:29
AR,Alicia,35.892907,-91.08345,2024/02/18 17:37:30+00,2024-02-18 18:54:29+00:00,2024-02-18 18:58:05+00:00,2024/02/18 20:14:10+00,2024/02/18 18:56:17+00,5,12:37:30,03:36
AR,Alix,35.422002,-93.728784,2024/02/18 17:32:50+00,2024-02-18 18:49:54+00:00,2024-02-18 18:53:00+00:00,2024/02/18 20:10:00+00,2024/02/18 18:51:27+00,6,12:32:50,03:06
AR,Alleene,33.764823,-94.262198,2024/02/18 17:29:10+00,2024-02-18 18:46:15+00:00,2024-02-18 18:50:16+00:00,2024/02/18 20:07:40+00,2024/02/18 18:48:16+00,7,12:29:10,04:01
AR,Alpine,34.226886,-93.378321,2024/02/18 17:31:10+00,2024-02-18 18:48:36+00:00,2024-02-18 18:52:10+00:00,2024/02/18 20:09:20+00,2024/02/18 18:50:23+00,8,12:31:10,03:34
AR,Altus,35.44676,-93.764388,2024/02/18 17:32:50+00,2024-02-18 18:49:58+00:00,2024-02-18 18:52:54+00:00,2024/02/18 20:10:00+00,2024/02/18 18:51:26+00,9,12:32:50,02:56
AR,Amagon,35.563173,-91.109415,2024/02/18 17:37:00+00,2024-02-18 18:54:33+00:00,2024-02-18 18:57:02+00:00,2024/02/18 20:13:50+00,2024/02/18 18:55:48+00,10,12:37:00,02:29
AR,Amity,34.26619,-93.463423,2024/02/18 17:31:10+00,2024-02-18 18:48:22+00:00,2024-02-18 18:52:12+00:00,2024/02/18 20:09:20+00,2024/02/18 18:50:17+00,11,12:31:10,03:50
AR,Antoine,34.034536,-93.421361,2024/02/18 17:30:50+00,2024-02-18 18:48:31+00:00,2024-02-18 18:51:32+00:00,2024/02/18 20:09:10+00,2024/02/18 18:50:02+00,12,12:30:50,03:01
AR,Aplin,34.967483,-92.981271,2024/02/18 17:33:10+00,2024-02-18 18:49:54+00:00,2024-02-18 18:54:07+00:00,2024/02/18 20:10:40+00,2024/02/18 18:52:00+00,13,12:33:10,04:13
AR,Appleton,35.410823,-92.875276,2024/02/18 17:34:00+00,2024-02-18 18:50:41+00:00,2024-02-18 18:54:55+00:00,2024/02/18 20:11:10+00,2024/02/18 18:52:48+00,14,12:34:00,04:14
AR,Arkadelphia,34.12738,-93.070851,2024/02/18 17:31:30+00,2024-02-18 18:49:34+00:00,2024-02-18 18:51:51+00:00,2024/02/18 20:09:50+00,2024/02/18 18:50:42+00,15,12:31:30,02:17
AR,Ashdown,33.674529,-94.126627,2024/02/18 17:29:10+00,2024-02-18 18:46:34+00:00,2024-02-18 18:50:11+00:00,2024/02/18 20:07:50+00,2024/02/18 18:48:22+00,16,12:29:10,03:37
AR,Ash Flat,36.236559,-91.606512,2024/02/18 17:37:20+00,2024-02-18 18:53:46+00:00,2024-02-18 18:57:59+00:00,2024/02/18 20:13:40+00,2024/02/18 18:55:52+00,17,12:37:20,04:13
AR,Atkins,35.240863,-92.949643,2024/02/18 17:33:30+00,2024-02-18 18:50:18+00:00,2024-02-18 18:54:36+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:27+00,18,12:33:30,04:18
AR,Augusta,35.28655,-91.36086,2024/02/18 17:36:10+00,2024-02-18 18:54:08+00:00,2024-02-18 18:55:54+00:00,2024/02/18 20:13:20+00,2024/02/18 18:55:01+00,19,12:36:10,01:46
AR,Austin,35.005912,-91.989609,2024/02/18 17:34:40+00,2024-02-18 18:52:18+00:00,2024-02-18 18:55:02+00:00,2024/02/18 20:12:10+00,2024/02/18 18:53:40+00,20,12:34:40,02:44
AR,Avilla,34.694843,-92.586141,2024/02/18 17:33:20+00,2024-02-18 18:50:43+00:00,2024-02-18 18:53:53+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:18+00,21,12:33:20,03:10
AR,Bald Knob,35.312539,-91.571253,2024/02/18 17:35:50+00,2024-02-18 18:53:21+00:00,2024-02-18 18:56:09+00:00,2024/02/18 20:13:00+00,2024/02/18 18:54:45+00,22,12:35:50,02:48
AR,Barling,35.331286,-94.275195,2024/02/18 17:31:50+00,2024-02-18 18:49:52+00:00,2024-02-18 18:50:41+00:00,2024/02/18 20:09:00+00,2024/02/18 18:50:16+00,23,12:31:50,00:49
AR,Batesville,35.768572,-91.622652,2024/02/18 17:36:30+00,2024-02-18 18:53:12+00:00,2024-02-18 18:57:16+00:00,2024/02/18 20:13:20+00,2024/02/18 18:55:14+00,24,12:36:30,04:04
AR,Bauxite,34.557736,-92.50209,2024/02/18 17:33:10+00,2024-02-18 18:51:03+00:00,2024-02-18 18:53:24+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:14+00,25,12:33:10,02:21
AR,Bay,35.746057,-90.552143,2024/02/18 17:38:10+00,2024-02-18 18:56:35+00:00,2024-02-18 18:56:54+00:00,2024/02/18 20:14:50+00,2024/02/18 18:56:44+00,26,12:38:10,00:19
AR,Beebe,35.072433,-91.901059,2024/02/18 17:35:00+00,2024-02-18 18:52:31+00:00,2024-02-18 18:55:17+00:00,2024/02/18 20:12:20+00,2024/02/18 18:53:54+00,27,12:35:00,02:46
AR,Bee Branch,35.462622,-92.401023,2024/02/18 17:34:50+00,2024-02-18 18:51:30+00:00,2024-02-18 18:55:44+00:00,2024/02/18 20:12:00+00,2024/02/18 18:53:37+00,28,12:34:50,04:14
AR,Beedeville,35.429169,-91.110738,2024/02/18 17:36:40+00,2024-02-18 18:54:54+00:00,2024-02-18 18:56:12+00:00,2024/02/18 20:13:50+00,2024/02/18 18:55:33+00,29,12:36:40,01:18
AR,Beirne,33.888208,-93.206223,2024/02/18 17:31:00+00,2024-02-18 18:49:40+00:00,2024-02-18 18:50:23+00:00,2024/02/18 20:09:20+00,2024/02/18 18:50:02+00,30,12:31:00,00:43
AR,Bellefonte,36.199864,-93.047039,2024/02/18 17:35:00+00,2024-02-18 18:52:54+00:00,2024-02-18 18:53:55+00:00,2024/02/18 20:11:40+00,2024/02/18 18:53:24+00,31,12:35:00,01:01
AR,Belleville,35.09153,-93.445774,2024/02/18 17:32:40+00,2024-02-18 18:49:22+00:00,2024-02-18 18:53:31+00:00,2024/02/18 20:10:10+00,2024/02/18 18:51:26+00,32,12:32:40,04:09
AR,Ben Lomond,33.829113,-94.123319,2024/02/18 17:29:20+00,2024-02-18 18:46:36+00:00,2024-02-18 18:50:33+00:00,2024/02/18 20:07:50+00,2024/02/18 18:48:34+00,33,12:29:20,03:57
AR,Benton,34.577424,-92.572583,2024/02/18 17:33:00+00,2024-02-18 18:50:48+00:00,2024-02-18 18:53:30+00:00,2024/02/18 20:10:50+00,2024/02/18 18:52:09+00,34,12:33:00,02:42
AR,Bethesda,35.787096,-91.792711,2024/02/18 17:36:20+00,2024-02-18 18:52:54+00:00,2024-02-18 18:57:04+00:00,2024/02/18 20:13:10+00,2024/02/18 18:54:59+00,35,12:36:20,04:10
AR,Bigelow,34.997795,-92.631175,2024/02/18 17:33:40+00,2024-02-18 18:50:37+00:00,2024-02-18 18:54:37+00:00,2024/02/18 20:11:10+00,2024/02/18 18:52:37+00,36,12:33:40,04:00
AR,Big Flat,36.003394,-92.41022,2024/02/18 17:35:40+00,2024-02-18 18:52:21+00:00,2024-02-18 18:56:14+00:00,2024/02/18 20:12:30+00,2024/02/18 18:54:18+00,37,12:35:40,03:53
AR,Biggers,36.331361,-90.800701,2024/02/18 17:38:40+00,2024-02-18 18:55:13+00:00,2024-02-18 18:59:15+00:00,2024/02/18 20:15:00+00,2024/02/18 18:57:14+00,38,12:38:40,04:02
AR,Bismarck,34.321836,-93.178139,2024/02/18 17:31:40+00,2024-02-18 18:49:09+00:00,2024-02-18 18:52:31+00:00,2024/02/18 20:09:50+00,2024/02/18 18:50:50+00,39,12:31:40,03:22
AR,Black Oak,35.836485,-90.367568,2024/02/18 17:38:30+00,2024-02-18 18:57:20+00:00,2024-02-18 18:57:30+00:00,2024/02/18 20:15:10+00,2024/02/18 18:57:25+00,40,12:38:30,00:10
AR,Black Rock,36.106237,-91.10748,2024/02/18 17:37:50+00,2024-02-18 18:54:28+00:00,2024-02-18 18:58:30+00:00,2024/02/18 20:14:20+00,2024/02/18 18:56:29+00,41,12:37:50,04:02
AR,Black Springs,34.455977,-93.713115,2024/02/18 17:31:10+00,2024-02-18 18:48:00+00:00,2024-02-18 18:52:15+00:00,2024/02/18 20:09:10+00,2024/02/18 18:50:08+00,42,12:31:10,04:15
AR,Blevins,33.871251,-93.578187,2024/02/18 17:30:20+00,2024-02-18 18:48:06+00:00,2024-02-18 18:50:59+00:00,2024/02/18 20:08:40+00,2024/02/18 18:49:32+00,43,12:30:20,02:53
AR,Blue Mountain,35.131796,-93.716666,2024/02/18 17:32:20+00,2024-02-18 18:49:08+00:00,2024-02-18 18:52:57+00:00,2024/02/18 20:09:40+00,2024/02/18 18:51:02+00,44,12:32:20,03:49
AR,Board Camp,34.532519,-94.079674,2024/02/18 17:30:40+00,2024-02-18 18:47:32+00:00,2024-02-18 18:51:48+00:00,2024/02/18 20:08:40+00,2024/02/18 18:49:40+00,45,12:30:40,04:16
AR,Boles,34.788119,-94.049397,2024/02/18 17:31:10+00,2024-02-18 18:48:04+00:00,2024-02-18 18:52:03+00:00,2024/02/18 20:08:50+00,2024/02/18 18:50:04+00,46,12:31:10,03:59
AR,Bonanza,35.231794,-94.416133,2024/02/18 17:31:30+00,2024-02-18 18:49:33+00:00,2024-02-18 18:50:14+00:00,2024/02/18 20:08:50+00,2024/02/18 18:49:54+00,47,12:31:30,00:41
AR,Bono,35.911102,-90.800821,2024/02/18 17:38:00+00,2024-02-18 18:55:13+00:00,2024-02-18 18:58:15+00:00,2024/02/18 20:14:40+00,2024/02/18 18:56:44+00,48,12:38:00,03:02
AR,Booneville,35.139329,-93.9175,2024/02/18 17:32:00+00,2024-02-18 18:48:59+00:00,2024-02-18 18:52:30+00:00,2024/02/18 20:09:20+00,2024/02/18 18:50:44+00,49,12:32:00,03:31
AR,Bowman,35.816835,-90.496228,2024/02/18 17:38:20+00,2024-02-18 18:56:32+00:00,2024-02-18 18:57:26+00:00,2024/02/18 20:15:00+00,2024/02/18 18:56:59+00,50,12:38:20,00:54
AR,Bradford,35.422004,-91.455232,2024/02/18 17:36:10+00,2024-02-18 18:53:37+00:00,2024-02-18 18:56:31+00:00,2024/02/18 20:13:20+00,2024/02/18 18:55:04+00,51,12:36:10,02:54
AR,Branch,35.308303,-93.95537,2024/02/18 17:32:10+00,2024-02-18 18:49:28+00:00,2024-02-18 18:52:24+00:00,2024/02/18 20:09:30+00,2024/02/18 18:50:56+00,52,12:32:10,02:56
AR,Briarcliff,36.271968,-92.28209,2024/02/18 17:36:20+00,2024-02-18 18:53:04+00:00,2024-02-18 18:56:36+00:00,2024/02/18 20:12:50+00,2024/02/18 18:54:50+00,53,12:36:20,03:32
AR,Brookland,35.897051,-90.571657,2024/02/18 17:38:20+00,2024-02-18 18:55:54+00:00,2024-02-18 18:58:13+00:00,2024/02/18 20:14:50+00,2024/02/18 18:57:04+00,54,12:38:20,02:19
AR,Bryant,34.615059,-92.491338,2024/02/18 17:33:20+00,2024-02-18 18:51:01+00:00,2024-02-18 18:53:38+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:20+00,55,12:33:20,02:37
AR,Buffalo City,36.169075,-92.437942,2024/02/18 17:36:00+00,2024-02-18 18:52:41+00:00,2024-02-18 18:56:13+00:00,2024/02/18 20:12:30+00,2024/02/18 18:54:27+00,56,12:36:00,03:32
AR,Bull Shoals,36.37357,-92.591504,2024/02/18 17:36:00+00,2024-02-18 18:53:15+00:00,2024-02-18 18:55:44+00:00,2024/02/18 20:12:30+00,2024/02/18 18:54:30+00,57,12:36:00,02:29
AR,Cabot,34.975106,-92.028288,2024/02/18 17:34:30+00,2024-02-18 18:52:12+00:00,2024-02-18 18:54:56+00:00,2024/02/18 20:12:00+00,2024/02/18 18:53:34+00,58,12:34:30,02:44
AR,Caddo Gap,34.402494,-93.617881,2024/02/18 17:31:10+00,2024-02-18 18:48:07+00:00,2024-02-18 18:52:18+00:00,2024/02/18 20:09:10+00,2024/02/18 18:50:12+00,59,12:31:10,04:11
AR,Caddo Valley,34.180746,-93.084597,2024/02/18 17:31:30+00,2024-02-18 18:49:28+00:00,2024-02-18 18:52:05+00:00,2024/02/18 20:09:50+00,2024/02/18 18:50:46+00,60,12:31:30,02:37
AR,Calico Rock,36.121965,-92.125913,2024/02/18 17:36:20+00,2024-02-18 18:52:54+00:00,2024-02-18 18:56:53+00:00,2024/02/18 20:12:50+00,2024/02/18 18:54:54+00,61,12:36:20,03:59
AR,Cammack Village,34.7808,-92.344976,2024/02/18 17:33:40+00,2024-02-18 18:51:22+00:00,2024-02-18 18:54:13+00:00,2024/02/18 20:11:30+00,2024/02/18 18:52:48+00,62,12:33:40,02:51
IL,Carlyle,38.622266,-89.375442,2024/02/18 17:44:20+00,2024-02-18 19:01:37+00:00,2024-02-18 19:02:08+00:00,2024/02/18 20:18:30+00,2024/02/18 19:01:52+00,63,12:44:20,00:31
AR,Campbell Station,35.667799,-91.253754,2024/02/18 17:36:50+00,2024-02-18 18:54:06+00:00,2024-02-18 18:57:21+00:00,2024/02/18 20:13:50+00,2024/02/18 18:55:44+00,64,12:36:50,03:15
AR,Casa,35.024966,-93.045507,2024/02/18 17:33:10+00,2024-02-18 18:49:52+00:00,2024-02-18 18:54:08+00:00,2024/02/18 20:10:40+00,2024/02/18 18:52:00+00,65,12:33:10,04:16
AR,Cash,35.801157,-90.931648,2024/02/18 17:37:40+00,2024-02-18 18:54:55+00:00,2024-02-18 18:57:52+00:00,2024/02/18 20:14:20+00,2024/02/18 18:56:24+00,66,12:37:40,02:57
AR,Caulksville,35.301849,-93.867806,2024/02/18 17:32:20+00,2024-02-18 18:49:28+00:00,2024-02-18 18:52:38+00:00,2024/02/18 20:09:40+00,2024/02/18 18:51:03+00,67,12:32:20,03:10
AR,Cave City,35.948169,-91.54675,2024/02/18 17:37:00+00,2024-02-18 18:53:31+00:00,2024-02-18 18:57:40+00:00,2024/02/18 20:13:40+00,2024/02/18 18:55:36+00,68,12:37:00,04:09
AR,Center Point,34.031828,-93.951166,2024/02/18 17:30:00+00,2024-02-18 18:47:07+00:00,2024-02-18 18:51:10+00:00,2024/02/18 20:08:20+00,2024/02/18 18:49:08+00,69,12:30:00,04:03
AR,Center Ridge,35.380707,-92.575626,2024/02/18 17:34:30+00,2024-02-18 18:51:06+00:00,2024-02-18 18:55:22+00:00,2024/02/18 20:11:40+00,2024/02/18 18:53:14+00,70,12:34:30,04:16
AR,Centerville,35.115702,-93.171461,2024/02/18 17:33:00+00,2024-02-18 18:49:47+00:00,2024-02-18 18:54:05+00:00,2024/02/18 20:10:30+00,2024/02/18 18:51:56+00,71,12:33:00,04:18
AR,Central City,35.336381,-94.238042,2024/02/18 17:31:50+00,2024-02-18 18:49:49+00:00,2024-02-18 18:51:02+00:00,2024/02/18 20:09:10+00,2024/02/18 18:50:26+00,72,12:31:50,01:13
AR,Charleston,35.294515,-94.04835,2024/02/18 17:32:10+00,2024-02-18 18:49:25+00:00,2024-02-18 18:52:07+00:00,2024/02/18 20:09:20+00,2024/02/18 18:50:46+00,73,12:32:10,02:42
AR,Cherokee Village,36.291321,-91.569368,2024/02/18 17:37:30+00,2024-02-18 18:53:54+00:00,2024-02-18 18:58:06+00:00,2024/02/18 20:13:50+00,2024/02/18 18:56:00+00,74,12:37:30,04:12
AR,Clarksville,35.453918,-93.481558,2024/02/18 17:33:10+00,2024-02-18 18:50:07+00:00,2024-02-18 18:53:37+00:00,2024/02/18 20:10:20+00,2024/02/18 18:51:52+00,75,12:33:10,03:30
AR,Clinton,35.578981,-92.455735,2024/02/18 17:35:00+00,2024-02-18 18:51:33+00:00,2024-02-18 18:55:50+00:00,2024/02/18 20:12:00+00,2024/02/18 18:53:42+00,76,12:35:00,04:17
AR,Coal Hill,35.436892,-93.665193,2024/02/18 17:32:50+00,2024-02-18 18:49:57+00:00,2024-02-18 18:53:10+00:00,2024/02/18 20:10:00+00,2024/02/18 18:51:34+00,77,12:32:50,03:13
AR,College Station,34.700535,-92.228432,2024/02/18 17:33:50+00,2024-02-18 18:51:49+00:00,2024-02-18 18:53:51+00:00,2024/02/18 20:11:30+00,2024/02/18 18:52:50+00,78,12:33:50,02:02
AR,Concord,35.66633,-91.860623,2024/02/18 17:36:00+00,2024-02-18 18:52:40+00:00,2024-02-18 18:56:47+00:00,2024/02/18 20:12:50+00,2024/02/18 18:54:44+00,79,12:36:00,04:07
AR,Conway,35.074404,-92.467004,2024/02/18 17:34:00+00,2024-02-18 18:51:01+00:00,2024-02-18 18:54:57+00:00,2024/02/18 20:11:30+00,2024/02/18 18:52:59+00,80,12:34:00,03:56
AR,Corinth,35.069508,-93.420089,2024/02/18 17:32:40+00,2024-02-18 18:49:21+00:00,2024-02-18 18:53:33+00:00,2024/02/18 20:10:10+00,2024/02/18 18:51:27+00,81,12:32:40,04:12
AR,Corning,36.413682,-90.583609,2024/02/18 17:39:10+00,2024-02-18 18:55:43+00:00,2024-02-18 18:59:39+00:00,2024/02/18 20:15:20+00,2024/02/18 18:57:41+00,82,12:39:10,03:56
AR,Cotter,36.281898,-92.520821,2024/02/18 17:36:00+00,2024-02-18 18:52:57+00:00,2024-02-18 18:56:01+00:00,2024/02/18 20:12:30+00,2024/02/18 18:54:29+00,83,12:36:00,03:04
AR,Cove,34.438983,-94.422321,2024/02/18 17:30:00+00,2024-02-18 18:46:55+00:00,2024-02-18 18:51:01+00:00,2024/02/18 20:08:00+00,2024/02/18 18:48:58+00,84,12:30:00,04:06
AR,Crystal Springs,34.524828,-93.333623,2024/02/18 17:31:50+00,2024-02-18 18:48:48+00:00,2024-02-18 18:52:53+00:00,2024/02/18 20:09:50+00,2024/02/18 18:50:50+00,85,12:31:50,04:05
AR,Cushman,35.865844,-91.778081,2024/02/18 17:36:30+00,2024-02-18 18:53:01+00:00,2024-02-18 18:57:13+00:00,2024/02/18 20:13:10+00,2024/02/18 18:55:07+00,86,12:36:30,04:12
AR,Daisy,34.235924,-93.739193,2024/02/18 17:30:40+00,2024-02-18 18:47:44+00:00,2024-02-18 18:51:50+00:00,2024/02/18 20:08:50+00,2024/02/18 18:49:47+00,87,12:30:40,04:06
AR,Damascus,35.367092,-92.410712,2024/02/18 17:34:40+00,2024-02-18 18:51:22+00:00,2024-02-18 18:55:33+00:00,2024/02/18 20:11:50+00,2024/02/18 18:53:28+00,88,12:34:40,04:11
AR,Danville,35.052457,-93.391199,2024/02/18 17:32:40+00,2024-02-18 18:49:22+00:00,2024-02-18 18:53:36+00:00,2024/02/18 20:10:10+00,2024/02/18 18:51:29+00,89,12:32:40,04:14
AR,Dardanelle,35.226305,-93.165909,2024/02/18 17:33:10+00,2024-02-18 18:49:58+00:00,2024-02-18 18:54:11+00:00,2024/02/18 20:10:40+00,2024/02/18 18:52:04+00,90,12:33:10,04:13
AR,Datto,36.392471,-90.728499,2024/02/18 17:38:50+00,2024-02-18 18:55:24+00:00,2024-02-18 18:59:27+00:00,2024/02/18 20:15:10+00,2024/02/18 18:57:26+00,91,12:38:50,04:03
AR,Deer,35.828023,-93.219622,2024/02/18 17:34:10+00,2024-02-18 18:51:19+00:00,2024-02-18 18:54:17+00:00,2024/02/18 20:11:00+00,2024/02/18 18:52:48+00,92,12:34:10,02:58
AR,Delaplaine,36.230393,-90.725646,2024/02/18 17:38:40+00,2024-02-18 18:55:21+00:00,2024-02-18 18:59:09+00:00,2024/02/18 20:15:00+00,2024/02/18 18:57:15+00,93,12:38:40,03:48
AR,Delight,34.02953,-93.506555,2024/02/18 17:30:40+00,2024-02-18 18:48:16+00:00,2024-02-18 18:51:30+00:00,2024/02/18 20:09:00+00,2024/02/18 18:49:53+00,94,12:30:40,03:14
AR,Dennard,35.747919,-92.549999,2024/02/18 17:35:00+00,2024-02-18 18:51:41+00:00,2024-02-18 18:55:48+00:00,2024/02/18 20:12:00+00,2024/02/18 18:53:44+00,95,12:35:00,04:07
AR,Denning,35.425153,-93.756758,2024/02/18 17:32:50+00,2024-02-18 18:49:53+00:00,2024-02-18 18:52:55+00:00,2024/02/18 20:10:00+00,2024/02/18 18:51:24+00,96,12:32:50,03:02
AR,De Queen,34.042245,-94.342133,2024/02/18 17:29:30+00,2024-02-18 18:46:23+00:00,2024-02-18 18:50:41+00:00,2024/02/18 20:07:50+00,2024/02/18 18:48:32+00,97,12:29:30,04:18
AR,Desha,35.730455,-91.685579,2024/02/18 17:36:20+00,2024-02-18 18:53:03+00:00,2024-02-18 18:57:07+00:00,2024/02/18 20:13:10+00,2024/02/18 18:55:05+00,98,12:36:20,04:04
AR,Diaz,35.648773,-91.258933,2024/02/18 17:36:50+00,2024-02-18 18:54:05+00:00,2024-02-18 18:57:18+00:00,2024/02/18 20:13:50+00,2024/02/18 18:55:42+00,99,12:36:50,03:13
AR,Dierks,34.119961,-94.017283,2024/02/18 17:30:00+00,2024-02-18 18:47:04+00:00,2024-02-18 18:51:15+00:00,2024/02/18 20:08:20+00,2024/02/18 18:49:10+00,100,12:30:00,04:11
AR,Donaldson,34.234976,-92.919517,2024/02/18 17:32:00+00,2024-02-18 18:49:58+00:00,2024-02-18 18:52:14+00:00,2024/02/18 20:10:10+00,2024/02/18 18:51:06+00,101,12:32:00,02:16
AR,Dover,35.390981,-93.114241,2024/02/18 17:33:40+00,2024-02-18 18:50:21+00:00,2024-02-18 18:54:25+00:00,2024/02/18 20:10:50+00,2024/02/18 18:52:23+00,102,12:33:40,04:04
AR,Magazine,35.153901,-93.807851,2024/02/18 17:32:10+00,2024-02-18 18:49:06+00:00,2024-02-18 18:52:46+00:00,2024/02/18 20:09:40+00,2024/02/18 18:50:56+00,103,12:32:10,03:40
AR,Magness,35.703055,-91.482237,2024/02/18 17:36:40+00,2024-02-18 18:53:29+00:00,2024-02-18 18:57:17+00:00,2024/02/18 20:13:30+00,2024/02/18 18:55:23+00,104,12:36:40,03:48
AR,Magnet Cove,34.449161,-92.837719,2024/02/18 17:32:20+00,2024-02-18 18:50:04+00:00,2024-02-18 18:53:01+00:00,2024/02/18 20:10:20+00,2024/02/18 18:51:32+00,105,12:32:20,02:57
AR,Malvern,34.373579,-92.82125,2024/02/18 17:32:20+00,2024-02-18 18:50:10+00:00,2024-02-18 18:52:46+00:00,2024/02/18 20:10:20+00,2024/02/18 18:51:28+00,106,12:32:20,02:36
AR,Mammoth Spring,36.49241,-91.541067,2024/02/18 17:37:50+00,2024-02-18 18:54:17+00:00,2024-02-18 18:58:17+00:00,2024/02/18 20:14:00+00,2024/02/18 18:56:17+00,107,12:37:50,04:00
AR,Mansfield,35.063915,-94.234269,2024/02/18 17:31:20+00,2024-02-18 18:48:37+00:00,2024-02-18 18:51:41+00:00,2024/02/18 20:08:50+00,2024/02/18 18:50:09+00,108,12:31:20,03:04
AR,Marmaduke,36.190028,-90.385061,2024/02/18 17:39:10+00,2024-02-18 18:56:14+00:00,2024-02-18 18:59:15+00:00,2024/02/18 20:15:30+00,2024/02/18 18:57:44+00,109,12:39:10,03:01
AR,Marshall,35.908461,-92.646498,2024/02/18 17:35:10+00,2024-02-18 18:51:54+00:00,2024-02-18 18:55:40+00:00,2024/02/18 20:12:00+00,2024/02/18 18:53:47+00,110,12:35:10,03:46
AR,Maumelle,34.852344,-92.399995,2024/02/18 17:33:50+00,2024-02-18 18:51:11+00:00,2024-02-18 18:54:26+00:00,2024/02/18 20:11:30+00,2024/02/18 18:52:48+00,111,12:33:50,03:15
AR,Mayflower,34.966196,-92.426728,2024/02/18 17:33:50+00,2024-02-18 18:51:06+00:00,2024-02-18 18:54:46+00:00,2024/02/18 20:11:30+00,2024/02/18 18:52:56+00,112,12:33:50,03:40
AR,Maynard,36.421493,-90.901804,2024/02/18 17:38:40+00,2024-02-18 18:55:07+00:00,2024-02-18 18:59:16+00:00,2024/02/18 20:14:50+00,2024/02/18 18:57:12+00,113,12:38:40,04:09
AR,Melbourne,36.063971,-91.88152,2024/02/18 17:36:40+00,2024-02-18 18:53:07+00:00,2024-02-18 18:57:20+00:00,2024/02/18 20:13:10+00,2024/02/18 18:55:14+00,114,12:36:40,04:13
AR,Mena,34.580834,-94.237096,2024/02/18 17:30:30+00,2024-02-18 18:47:25+00:00,2024-02-18 18:51:31+00:00,2024/02/18 20:08:30+00,2024/02/18 18:49:28+00,115,12:30:30,04:06
AR,Menifee,35.149702,-92.55042,2024/02/18 17:34:00+00,2024-02-18 18:50:53+00:00,2024-02-18 18:55:00+00:00,2024/02/18 20:11:30+00,2024/02/18 18:52:56+00,116,12:34:00,04:07
AR,Midland,35.092403,-94.352955,2024/02/18 17:31:20+00,2024-02-18 18:48:42+00:00,2024-02-18 18:51:18+00:00,2024/02/18 20:08:40+00,2024/02/18 18:50:00+00,117,12:31:20,02:36
AR,Midway,36.39224,-92.475532,2024/02/18 17:36:20+00,2024-02-18 18:53:20+00:00,2024-02-18 18:56:06+00:00,2024/02/18 20:12:40+00,2024/02/18 18:54:43+00,118,12:36:20,02:46
AR,Midway,34.249893,-92.973433,2024/02/18 17:31:50+00,2024-02-18 18:49:46+00:00,2024-02-18 18:52:19+00:00,2024/02/18 20:10:00+00,2024/02/18 18:51:02+00,119,12:31:50,02:33
AR,Mineral Springs,33.877723,-93.921386,2024/02/18 17:29:40+00,2024-02-18 18:47:08+00:00,2024-02-18 18:50:52+00:00,2024/02/18 20:08:10+00,2024/02/18 18:49:00+00,120,12:29:40,03:44
AR,Minturn,35.976417,-91.027188,2024/02/18 17:37:40+00,2024-02-18 18:54:37+00:00,2024-02-18 18:58:19+00:00,2024/02/18 20:14:20+00,2024/02/18 18:56:28+00,121,12:37:40,03:42
AR,Monette,35.893208,-90.344106,2024/02/18 17:38:40+00,2024-02-18 18:57:02+00:00,2024-02-18 18:57:31+00:00,2024/02/18 20:15:20+00,2024/02/18 18:57:16+00,122,12:38:40,00:29
AR,Moorefield,35.767228,-91.570807,2024/02/18 17:36:30+00,2024-02-18 18:53:19+00:00,2024-02-18 18:57:19+00:00,2024/02/18 20:13:30+00,2024/02/18 18:55:19+00,123,12:36:30,04:00
AR,Morrilton,35.155456,-92.738932,2024/02/18 17:33:40+00,2024-02-18 18:50:33+00:00,2024-02-18 18:54:46+00:00,2024/02/18 20:11:10+00,2024/02/18 18:52:40+00,124,12:33:40,04:13
AR,Morrison Bluff,35.381952,-93.518854,2024/02/18 17:33:00+00,2024-02-18 18:49:54+00:00,2024-02-18 18:53:31+00:00,2024/02/18 20:10:10+00,2024/02/18 18:51:42+00,125,12:33:00,03:37
AR,Mountain Home,36.335118,-92.384039,2024/02/18 17:36:20+00,2024-02-18 18:53:10+00:00,2024-02-18 18:56:22+00:00,2024/02/18 20:12:40+00,2024/02/18 18:54:46+00,126,12:36:20,03:12
