STATE,NAME,LAT,LON,Start_Partial,Start_Total,End_Total,End_Partial,Midpoint_Totality,ObjectId,TestTime,Total_Duration
IN,Eden,39.902507,-85.769033,2024/02/18 17:51:40+00,2024-02-18 19:06:43+00:00,2024-02-18 19:10:36+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:40+00,761,12:51:40,03:53
IN,Edgewood,40.103211,-85.737462,2024/02/18 17:51:50+00,2024-02-18 19:07:05+00:00,2024-02-18 19:10:40+00:00,2024/02/18 20:23:50+00,2024/02/18 19:08:52+00,762,12:51:50,03:35
IN,Edinburgh,39.350889,-85.962485,2024/02/18 17:50:30+00,2024-02-18 19:05:53+00:00,2024-02-18 19:09:51+00:00,2024/02/18 20:23:10+00,2024/02/18 19:07:52+00,763,12:50:30,03:58
IN,Edwardsport,38.812566,-87.251254,2024/02/18 17:47:50+00,2024-02-18 19:03:25+00:00,2024-02-18 19:07:31+00:00,2024/02/18 20:21:20+00,2024/02/18 19:05:28+00,764,12:47:50,04:06
IN,Elberfeld,38.16165,-87.448155,2024/02/18 17:46:40+00,2024-02-18 19:02:48+00:00,2024-02-18 19:06:16+00:00,2024/02/18 20:20:40+00,2024/02/18 19:04:32+00,765,12:46:40,03:28
IN,Elizabethtown,39.135079,-85.812438,2024/02/18 17:50:30+00,2024-02-18 19:06:10+00:00,2024-02-18 19:09:41+00:00,2024/02/18 20:23:20+00,2024/02/18 19:07:56+00,766,12:50:30,03:31
IN,Elizaville,40.12402,-86.377322,2024/02/18 17:51:00+00,2024-02-18 19:06:42+00:00,2024-02-18 19:09:16+00:00,2024/02/18 20:23:00+00,2024/02/18 19:07:59+00,767,12:51:00,02:34
IN,Ellettsville,39.232212,-86.624136,2024/02/18 17:49:20+00,2024-02-18 19:04:46+00:00,2024-02-18 19:08:51+00:00,2024/02/18 20:22:20+00,2024/02/18 19:06:48+00,768,12:49:20,04:05
IN,Elnora,38.876196,-87.084637,2024/02/18 17:48:10+00,2024-02-18 19:03:45+00:00,2024-02-18 19:07:50+00:00,2024/02/18 20:21:30+00,2024/02/18 19:05:48+00,769,12:48:10,04:05
IN,Elrod,39.055904,-85.163118,2024/02/18 17:51:20+00,2024-02-18 19:08:00+00:00,2024-02-18 19:09:34+00:00,2024/02/18 20:24:00+00,2024/02/18 19:08:47+00,770,12:51:20,01:34
IN,Elwood,40.273823,-85.837288,2024/02/18 17:52:00+00,2024-02-18 19:07:22+00:00,2024-02-18 19:10:26+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:54+00,771,12:52:00,03:04
IN,Eminence,39.521484,-86.642394,2024/02/18 17:49:50+00,2024-02-18 19:05:09+00:00,2024-02-18 19:08:55+00:00,2024/02/18 20:22:30+00,2024/02/18 19:07:02+00,772,12:49:50,03:46
IN,Emison,38.797786,-87.461371,2024/02/18 17:47:30+00,2024-02-18 19:03:05+00:00,2024-02-18 19:07:11+00:00,2024/02/18 20:21:00+00,2024/02/18 19:05:08+00,773,12:47:30,04:06
IN,English,38.340763,-86.459156,2024/02/18 17:48:20+00,2024-02-18 19:05:25+00:00,2024-02-18 19:06:55+00:00,2024/02/18 20:22:00+00,2024/02/18 19:06:10+00,774,12:48:20,01:30
IN,Evansville,37.987737,-87.534705,2024/02/18 17:46:20+00,2024-02-18 19:02:41+00:00,2024-02-18 19:05:43+00:00,2024/02/18 20:20:30+00,2024/02/18 19:04:12+00,775,12:46:20,03:02
IN,Everton,39.566356,-85.0934,2024/02/18 17:52:10+00,2024-02-18 19:07:33+00:00,2024-02-18 19:11:09+00:00,2024/02/18 20:24:20+00,2024/02/18 19:09:21+00,776,12:52:10,03:36
IN,Fairbanks,39.218205,-87.522917,2024/02/18 17:48:00+00,2024-02-18 19:03:41+00:00,2024-02-18 19:07:11+00:00,2024/02/18 20:21:10+00,2024/02/18 19:05:26+00,777,12:48:00,03:30
IN,Fairland,39.584783,-85.862391,2024/02/18 17:51:00+00,2024-02-18 19:06:14+00:00,2024-02-18 19:10:17+00:00,2024/02/18 20:23:30+00,2024/02/18 19:08:16+00,778,12:51:00,04:03
IN,Fairmount,40.417256,-85.647716,2024/02/18 17:52:30+00,2024-02-18 19:07:49+00:00,2024-02-18 19:10:46+00:00,2024/02/18 20:24:00+00,2024/02/18 19:09:18+00,779,12:52:30,02:57
IN,Fairview,40.298509,-85.198243,2024/02/18 17:53:00+00,2024-02-18 19:07:58+00:00,2024-02-18 19:11:41+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:50+00,780,12:53:00,03:43
IN,Fairview Park,39.682072,-87.414255,2024/02/18 17:48:50+00,2024-02-18 19:05:09+00:00,2024-02-18 19:06:55+00:00,2024/02/18 20:21:30+00,2024/02/18 19:06:02+00,781,12:48:50,01:46
IN,Farmersburg,39.252519,-87.380728,2024/02/18 17:48:20+00,2024-02-18 19:03:54+00:00,2024-02-18 19:07:28+00:00,2024/02/18 20:21:20+00,2024/02/18 19:05:41+00,782,12:48:20,03:34
IN,Farmland,40.189537,-85.127331,2024/02/18 17:52:50+00,2024-02-18 19:07:53+00:00,2024-02-18 19:11:47+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:50+00,783,12:52:50,03:54
IN,Ferdinand,38.227952,-86.862459,2024/02/18 17:47:40+00,2024-02-18 19:04:14+00:00,2024-02-18 19:06:40+00:00,2024/02/18 20:21:30+00,2024/02/18 19:05:27+00,784,12:47:40,02:26
IN,Fillmore,39.669724,-86.753173,2024/02/18 17:49:50+00,2024-02-18 19:05:18+00:00,2024-02-18 19:08:42+00:00,2024/02/18 20:22:20+00,2024/02/18 19:07:00+00,785,12:49:50,03:24
IN,Fishers,39.96183,-85.968364,2024/02/18 17:51:20+00,2024-02-18 19:06:36+00:00,2024-02-18 19:10:14+00:00,2024/02/18 20:23:30+00,2024/02/18 19:08:25+00,786,12:51:20,03:38
IN,Fishersburg,40.071511,-85.860512,2024/02/18 17:51:40+00,2024-02-18 19:06:54+00:00,2024-02-18 19:10:26+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:40+00,787,12:51:40,03:32
IN,Flat Rock,39.361858,-85.831424,2024/02/18 17:50:40+00,2024-02-18 19:06:07+00:00,2024-02-18 19:10:02+00:00,2024/02/18 20:23:20+00,2024/02/18 19:08:04+00,788,12:50:40,03:55
IN,Folsomville,38.130019,-87.16188,2024/02/18 17:47:00+00,2024-02-18 19:03:32+00:00,2024-02-18 19:06:17+00:00,2024/02/18 20:21:00+00,2024/02/18 19:04:54+00,789,12:47:00,02:45
IN,Fontanet,39.571364,-87.245581,2024/02/18 17:48:50+00,2024-02-18 19:04:45+00:00,2024-02-18 19:07:40+00:00,2024/02/18 20:21:40+00,2024/02/18 19:06:12+00,790,12:48:50,02:55
IN,Forest,40.373861,-86.33227,2024/02/18 17:51:20+00,2024-02-18 19:07:50+00:00,2024-02-18 19:08:50+00:00,2024/02/18 20:23:10+00,2024/02/18 19:08:20+00,791,12:51:20,01:00
IN,Fort Branch,38.245827,-87.573215,2024/02/18 17:46:30+00,2024-02-18 19:02:30+00:00,2024-02-18 19:06:18+00:00,2024/02/18 20:20:40+00,2024/02/18 19:04:24+00,792,12:46:30,03:48
IN,Fortville,39.924807,-85.846348,2024/02/18 17:51:30+00,2024-02-18 19:06:40+00:00,2024-02-18 19:10:27+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:34+00,793,12:51:30,03:47
IN,Fountain City,39.954741,-84.919137,2024/02/18 17:53:00+00,2024-02-18 19:07:57+00:00,2024-02-18 19:11:56+00:00,2024/02/18 20:24:40+00,2024/02/18 19:09:56+00,794,12:53:00,03:59
IN,Fountaintown,39.69404,-85.782009,2024/02/18 17:51:20+00,2024-02-18 19:06:27+00:00,2024-02-18 19:10:30+00:00,2024/02/18 20:23:30+00,2024/02/18 19:08:28+00,795,12:51:20,04:03
IN,Fowlerton,40.409608,-85.572755,2024/02/18 17:52:30+00,2024-02-18 19:07:51+00:00,2024-02-18 19:10:56+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:24+00,796,12:52:30,03:05
IN,Foxcliff Estates,39.479404,-86.393733,2024/02/18 17:50:10+00,2024-02-18 19:05:22+00:00,2024-02-18 19:09:22+00:00,2024/02/18 20:22:50+00,2024/02/18 19:07:22+00,797,12:50:10,04:00
IN,Francisco,38.33268,-87.447985,2024/02/18 17:46:50+00,2024-02-18 19:02:46+00:00,2024-02-18 19:06:35+00:00,2024/02/18 20:20:50+00,2024/02/18 19:04:40+00,798,12:46:50,03:49
IN,Frankfort,40.281025,-86.521254,2024/02/18 17:51:00+00,2024-02-18 19:07:30+00:00,2024-02-18 19:08:30+00:00,2024/02/18 20:23:00+00,2024/02/18 19:08:00+00,799,12:51:00,01:00
IN,Franklin,39.494903,-86.05057,2024/02/18 17:50:30+00,2024-02-18 19:05:52+00:00,2024-02-18 19:09:56+00:00,2024/02/18 20:23:10+00,2024/02/18 19:07:54+00,800,12:50:30,04:04
IN,Lewis,39.260111,-87.255305,2024/02/18 17:48:30+00,2024-02-18 19:04:03+00:00,2024-02-18 19:07:43+00:00,2024/02/18 20:21:30+00,2024/02/18 19:05:53+00,801,12:48:30,03:40
IN,Lewisville,39.806604,-85.353095,2024/02/18 17:52:00+00,2024-02-18 19:07:11+00:00,2024-02-18 19:11:13+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:12+00,802,12:52:00,04:02
IN,Liberty,39.634857,-84.927304,2024/02/18 17:52:30+00,2024-02-18 19:07:53+00:00,2024-02-18 19:11:27+00:00,2024/02/18 20:24:40+00,2024/02/18 19:09:40+00,803,12:52:30,03:34
IN,Liberty Center,40.703669,-85.273829,2024/02/18 17:53:20+00,2024-02-18 19:08:49+00:00,2024-02-18 19:11:20+00:00,2024/02/18 20:24:40+00,2024/02/18 19:10:04+00,804,12:53:20,02:31
IN,Libertyville,39.604992,-87.5182,2024/02/18 17:48:40+00,2024-02-18 19:04:51+00:00,2024-02-18 19:06:49+00:00,2024/02/18 20:21:20+00,2024/02/18 19:05:50+00,805,12:48:40,01:58
IN,Linn Grove,40.644952,-85.034704,2024/02/18 17:53:40+00,2024-02-18 19:08:46+00:00,2024-02-18 19:11:56+00:00,2024/02/18 20:24:50+00,2024/02/18 19:10:21+00,806,12:53:40,03:10
IN,Linnsburg,40.000507,-86.798351,2024/02/18 17:50:10+00,2024-02-18 19:06:17+00:00,2024-02-18 19:08:13+00:00,2024/02/18 20:22:30+00,2024/02/18 19:07:15+00,807,12:50:10,01:56
IN,Linton,39.035534,-87.157128,2024/02/18 17:48:20+00,2024-02-18 19:03:48+00:00,2024-02-18 19:07:50+00:00,2024/02/18 20:21:30+00,2024/02/18 19:05:49+00,808,12:48:20,04:02
IN,Little York,38.699306,-85.904558,2024/02/18 17:49:50+00,2024-02-18 19:06:19+00:00,2024-02-18 19:08:22+00:00,2024/02/18 20:23:00+00,2024/02/18 19:07:20+00,809,12:49:50,02:03
IN,Livonia,38.550552,-86.276315,2024/02/18 17:49:00+00,2024-02-18 19:05:28+00:00,2024-02-18 19:07:50+00:00,2024/02/18 20:22:20+00,2024/02/18 19:06:39+00,810,12:49:00,02:22
IN,Lizton,39.883595,-86.542171,2024/02/18 17:50:20+00,2024-02-18 19:05:58+00:00,2024-02-18 19:09:06+00:00,2024/02/18 20:22:40+00,2024/02/18 19:07:32+00,811,12:50:20,03:08
IN,London,39.627394,-85.916714,2024/02/18 17:51:00+00,2024-02-18 19:06:12+00:00,2024-02-18 19:10:15+00:00,2024/02/18 20:23:20+00,2024/02/18 19:08:14+00,812,12:51:00,04:03
IN,Loogootee,38.675652,-86.914124,2024/02/18 17:48:10+00,2024-02-18 19:03:53+00:00,2024-02-18 19:07:44+00:00,2024/02/18 20:21:40+00,2024/02/18 19:05:48+00,813,12:48:10,03:51
IN,Losantville,40.023528,-85.183459,2024/02/18 17:52:30+00,2024-02-18 19:07:38+00:00,2024-02-18 19:11:38+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:38+00,814,12:52:30,04:00
IN,Lyford,39.646788,-87.369026,2024/02/18 17:48:50+00,2024-02-18 19:04:58+00:00,2024-02-18 19:07:13+00:00,2024/02/18 20:21:30+00,2024/02/18 19:06:06+00,815,12:48:50,02:15
IN,Lynn,40.048718,-84.942455,2024/02/18 17:53:00+00,2024-02-18 19:08:00+00:00,2024-02-18 19:12:01+00:00,2024/02/18 20:24:50+00,2024/02/18 19:10:00+00,816,12:53:00,04:01
IN,Lynnville,38.19907,-87.317486,2024/02/18 17:46:50+00,2024-02-18 19:03:06+00:00,2024-02-18 19:06:26+00:00,2024/02/18 20:21:00+00,2024/02/18 19:04:46+00,817,12:46:50,03:20
IN,Lyons,38.988368,-87.081166,2024/02/18 17:48:20+00,2024-02-18 19:03:51+00:00,2024-02-18 19:07:57+00:00,2024/02/18 20:21:40+00,2024/02/18 19:05:54+00,818,12:48:20,04:06
IN,McCordsville,39.897302,-85.91738,2024/02/18 17:51:20+00,2024-02-18 19:06:33+00:00,2024-02-18 19:10:19+00:00,2024/02/18 20:23:30+00,2024/02/18 19:08:26+00,819,12:51:20,03:46
IN,Mace,40.008957,-86.797814,2024/02/18 17:50:10+00,2024-02-18 19:06:19+00:00,2024-02-18 19:08:10+00:00,2024/02/18 20:22:30+00,2024/02/18 19:07:14+00,820,12:50:10,01:51
IN,Mackey,38.252045,-87.391015,2024/02/18 17:46:50+00,2024-02-18 19:02:55+00:00,2024-02-18 19:06:29+00:00,2024/02/18 20:20:50+00,2024/02/18 19:04:42+00,821,12:46:50,03:34
IN,Manilla,39.572711,-85.622005,2024/02/18 17:51:20+00,2024-02-18 19:06:35+00:00,2024-02-18 19:10:34+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:34+00,822,12:51:20,03:59
IN,Maples,41.010905,-84.96802,2024/02/18 17:54:10+00,2024-02-18 19:10:01+00:00,2024-02-18 19:11:15+00:00,2024/02/18 20:25:00+00,2024/02/18 19:10:38+00,823,12:54:10,01:14
IN,Marengo,38.371162,-86.342753,2024/02/18 17:48:40+00,2024-02-18 19:05:49+00:00,2024-02-18 19:06:45+00:00,2024/02/18 20:22:20+00,2024/02/18 19:06:17+00,824,12:48:40,00:56
IN,Mariah Hill,38.165468,-86.926903,2024/02/18 17:47:20+00,2024-02-18 19:04:09+00:00,2024-02-18 19:06:26+00:00,2024/02/18 20:21:20+00,2024/02/18 19:05:18+00,825,12:47:20,02:17
IN,Marietta,39.440623,-85.881077,2024/02/18 17:50:50+00,2024-02-18 19:06:05+00:00,2024-02-18 19:10:05+00:00,2024/02/18 20:23:20+00,2024/02/18 19:08:05+00,826,12:50:50,04:00
IN,Marion,40.549986,-85.66042,2024/02/18 17:52:30+00,2024-02-18 19:08:14+00:00,2024-02-18 19:10:32+00:00,2024/02/18 20:24:00+00,2024/02/18 19:09:23+00,827,12:52:30,02:18
IN,Marion,39.589618,-85.755854,2024/02/18 17:51:10+00,2024-02-18 19:06:24+00:00,2024-02-18 19:10:26+00:00,2024/02/18 20:23:30+00,2024/02/18 19:08:25+00,828,12:51:10,04:02
IN,Markle,40.829549,-85.342014,2024/02/18 17:53:30+00,2024-02-18 19:09:24+00:00,2024-02-18 19:10:28+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:56+00,829,12:53:30,01:04
IN,Markleville,39.976338,-85.616677,2024/02/18 17:51:50+00,2024-02-18 19:07:00+00:00,2024-02-18 19:10:53+00:00,2024/02/18 20:23:50+00,2024/02/18 19:08:56+00,830,12:51:50,03:53
IN,Marshall,39.84768,-87.186785,2024/02/18 17:49:30+00,2024-02-18 19:05:51+00:00,2024-02-18 19:07:01+00:00,2024/02/18 20:21:50+00,2024/02/18 19:06:26+00,831,12:49:30,01:10
IN,Martinsville,39.414711,-86.431699,2024/02/18 17:49:50+00,2024-02-18 19:05:15+00:00,2024-02-18 19:09:16+00:00,2024/02/18 20:22:40+00,2024/02/18 19:07:16+00,832,12:49:50,04:01
IN,Matthews,40.387457,-85.497778,2024/02/18 17:52:40+00,2024-02-18 19:07:51+00:00,2024-02-18 19:11:06+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:28+00,833,12:52:40,03:15
IN,Maxwell,39.855749,-85.768279,2024/02/18 17:51:30+00,2024-02-18 19:06:39+00:00,2024-02-18 19:10:35+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:37+00,834,12:51:30,03:56
IN,Mays,39.743743,-85.42885,2024/02/18 17:51:50+00,2024-02-18 19:07:01+00:00,2024-02-18 19:11:02+00:00,2024/02/18 20:24:00+00,2024/02/18 19:09:02+00,835,12:51:50,04:01
IN,Mecca,39.727098,-87.331653,2024/02/18 17:49:00+00,2024-02-18 19:05:19+00:00,2024-02-18 19:07:05+00:00,2024/02/18 20:21:40+00,2024/02/18 19:06:12+00,836,12:49:00,01:46
IN,Medora,38.824615,-86.171126,2024/02/18 17:49:30+00,2024-02-18 19:05:30+00:00,2024-02-18 19:08:44+00:00,2024/02/18 20:22:40+00,2024/02/18 19:07:07+00,837,12:49:30,03:14
IN,Melody Hill,38.024506,-87.513488,2024/02/18 17:46:20+00,2024-02-18 19:02:43+00:00,2024-02-18 19:05:51+00:00,2024/02/18 20:20:30+00,2024/02/18 19:04:17+00,838,12:46:20,03:08
IN,Meridian Hills,39.887392,-86.15671,2024/02/18 17:51:00+00,2024-02-18 19:06:17+00:00,2024-02-18 19:09:53+00:00,2024/02/18 20:23:10+00,2024/02/18 19:08:05+00,839,12:51:00,03:36
IN,Merom,39.055964,-87.56722,2024/02/18 17:47:40+00,2024-02-18 19:03:21+00:00,2024-02-18 19:07:05+00:00,2024/02/18 20:21:00+00,2024/02/18 19:05:13+00,840,12:47:40,03:44
IN,Metamora,39.448461,-85.137221,2024/02/18 17:51:50+00,2024-02-18 19:07:31+00:00,2024-02-18 19:10:54+00:00,2024/02/18 20:24:20+00,2024/02/18 19:09:12+00,841,12:51:50,03:23
IN,Michigantown,40.327992,-86.39165,2024/02/18 17:51:10+00,2024-02-18 19:07:49+00:00,2024-02-18 19:08:07+00:00,2024/02/18 20:23:10+00,2024/02/18 19:07:58+00,842,12:51:10,00:18
IN,Middlebury,39.264887,-87.119306,2024/02/18 17:48:40+00,2024-02-18 19:04:11+00:00,2024-02-18 19:07:58+00:00,2024/02/18 20:21:40+00,2024/02/18 19:06:04+00,843,12:48:40,03:47
IN,Middletown,40.05945,-85.542782,2024/02/18 17:52:10+00,2024-02-18 19:07:13+00:00,2024-02-18 19:11:02+00:00,2024/02/18 20:24:00+00,2024/02/18 19:09:08+00,844,12:52:10,03:49
IN,Midland,39.118047,-87.189998,2024/02/18 17:48:20+00,2024-02-18 19:03:52+00:00,2024-02-18 19:07:49+00:00,2024/02/18 20:21:30+00,2024/02/18 19:05:50+00,845,12:48:20,03:57
IN,Mier,40.574806,-85.82323,2024/02/18 17:52:30+00,2024-02-18 19:08:27+00:00,2024-02-18 19:09:39+00:00,2024/02/18 20:23:50+00,2024/02/18 19:09:03+00,846,12:52:30,01:12
IN,Milan,39.125179,-85.120125,2024/02/18 17:51:30+00,2024-02-18 19:07:54+00:00,2024-02-18 19:09:55+00:00,2024/02/18 20:24:10+00,2024/02/18 19:08:54+00,847,12:51:30,02:01
IN,Milford,39.350389,-85.619728,2024/02/18 17:51:00+00,2024-02-18 19:06:31+00:00,2024-02-18 19:10:15+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:23+00,848,12:51:00,03:44
IN,Millgrove,40.404891,-85.277242,2024/02/18 17:53:00+00,2024-02-18 19:08:04+00:00,2024-02-18 19:11:32+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:48+00,849,12:53:00,03:28
IN,Millhousen,39.211988,-85.434165,2024/02/18 17:51:10+00,2024-02-18 19:06:59+00:00,2024-02-18 19:10:09+00:00,2024/02/18 20:23:50+00,2024/02/18 19:08:34+00,850,12:51:10,03:10
IN,Milltown,38.342133,-86.275448,2024/02/18 17:48:40+00,2024-02-18 19:06:30+00:00,2024-02-18 19:06:40+00:00,2024/02/18 20:22:20+00,2024/02/18 19:06:35+00,851,12:48:40,00:10
IN,Millville,39.927183,-85.252759,2024/02/18 17:52:20+00,2024-02-18 19:07:27+00:00,2024-02-18 19:11:28+00:00,2024/02/18 20:24:20+00,2024/02/18 19:09:28+00,852,12:52:20,04:01
IN,Milroy,39.498077,-85.467614,2024/02/18 17:51:30+00,2024-02-18 19:06:49+00:00,2024-02-18 19:10:39+00:00,2024/02/18 20:23:50+00,2024/02/18 19:08:44+00,853,12:51:30,03:50
IN,Milton,39.786503,-85.156199,2024/02/18 17:52:20+00,2024-02-18 19:07:29+00:00,2024-02-18 19:11:25+00:00,2024/02/18 20:24:20+00,2024/02/18 19:09:27+00,854,12:52:20,03:56
IN,Mineral Springs,39.132182,-85.860875,2024/02/18 17:50:20+00,2024-02-18 19:06:03+00:00,2024-02-18 19:09:38+00:00,2024/02/18 20:23:20+00,2024/02/18 19:07:50+00,855,12:50:20,03:35
IN,Mitchell,38.737092,-86.47522,2024/02/18 17:49:00+00,2024-02-18 19:04:50+00:00,2024-02-18 19:08:18+00:00,2024/02/18 20:22:20+00,2024/02/18 19:06:34+00,856,12:49:00,03:28
IN,Modoc,40.045471,-85.126237,2024/02/18 17:52:40+00,2024-02-18 19:07:44+00:00,2024-02-18 19:11:45+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:44+00,857,12:52:40,04:01
IN,Monroe,40.745109,-84.940859,2024/02/18 17:54:00+00,2024-02-18 19:09:04+00:00,2024-02-18 19:12:05+00:00,2024/02/18 20:25:00+00,2024/02/18 19:10:34+00,858,12:54:00,03:01
IN,Monroe City,38.614538,-87.353007,2024/02/18 17:47:20+00,2024-02-18 19:03:05+00:00,2024-02-18 19:07:08+00:00,2024/02/18 20:21:10+00,2024/02/18 19:05:06+00,859,12:47:20,04:03
IN,Monroeville,40.97358,-84.867678,2024/02/18 17:54:20+00,2024-02-18 19:09:47+00:00,2024-02-18 19:11:57+00:00,2024/02/18 20:25:10+00,2024/02/18 19:10:52+00,860,12:54:20,02:10
IN,Monrovia,39.587186,-86.475356,2024/02/18 17:50:10+00,2024-02-18 19:05:26+00:00,2024-02-18 19:09:14+00:00,2024/02/18 20:22:40+00,2024/02/18 19:07:20+00,861,12:50:10,03:48
IN,Montezuma,39.791049,-87.369423,2024/02/18 17:49:00+00,2024-02-18 19:05:50+00:00,2024-02-18 19:06:15+00:00,2024/02/18 20:21:40+00,2024/02/18 19:06:02+00,862,12:49:00,00:25
IN,Montgomery,38.664775,-87.049356,2024/02/18 17:48:00+00,2024-02-18 19:03:38+00:00,2024-02-18 19:07:34+00:00,2024/02/18 20:21:30+00,2024/02/18 19:05:36+00,863,12:48:00,03:56
IN,Montpelier,40.549779,-85.287013,2024/02/18 17:53:10+00,2024-02-18 19:08:22+00:00,2024-02-18 19:11:28+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:55+00,864,12:53:10,03:06
IN,Mooreland,39.997414,-85.251348,2024/02/18 17:52:30+00,2024-02-18 19:07:30+00:00,2024-02-18 19:11:31+00:00,2024/02/18 20:24:20+00,2024/02/18 19:09:30+00,865,12:52:30,04:01
IN,Moores Hill,39.112937,-85.089058,2024/02/18 17:51:30+00,2024-02-18 19:08:05+00:00,2024-02-18 19:09:49+00:00,2024/02/18 20:24:10+00,2024/02/18 19:08:57+00,866,12:51:30,01:44
IN,Mooresville,39.602494,-86.368715,2024/02/18 17:50:20+00,2024-02-18 19:05:34+00:00,2024-02-18 19:09:27+00:00,2024/02/18 20:22:50+00,2024/02/18 19:07:30+00,867,12:50:20,03:53
IN,Morgantown,39.372891,-86.258605,2024/02/18 17:50:10+00,2024-02-18 19:05:27+00:00,2024-02-18 19:09:31+00:00,2024/02/18 20:22:50+00,2024/02/18 19:07:29+00,868,12:50:10,04:04
IN,Morris,39.2843,-85.168976,2024/02/18 17:51:40+00,2024-02-18 19:07:33+00:00,2024-02-18 19:10:27+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:00+00,869,12:51:40,02:54
IN,Morristown,39.692236,-85.729611,2024/02/18 17:51:20+00,2024-02-18 19:06:32+00:00,2024-02-18 19:10:35+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:34+00,870,12:51:20,04:03
IN,Mount Auburn,39.811331,-85.188457,2024/02/18 17:52:20+00,2024-02-18 19:07:26+00:00,2024-02-18 19:11:25+00:00,2024/02/18 20:24:20+00,2024/02/18 19:09:26+00,871,12:52:20,03:59
IN,Mount Carmel,39.407424,-84.875503,2024/02/18 17:52:10+00,2024-02-18 19:08:09+00:00,2024-02-18 19:10:55+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:32+00,872,12:52:10,02:46
IN,Mount Etna,40.741123,-85.561901,2024/02/18 17:53:00+00,2024-02-18 19:09:11+00:00,2024-02-18 19:09:52+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:32+00,873,12:53:00,00:41
IN,Mount Summit,40.003719,-85.386164,2024/02/18 17:52:20+00,2024-02-18 19:07:20+00:00,2024-02-18 19:11:17+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:18+00,874,12:52:20,03:57
IN,Mount Vernon,37.936988,-87.895861,2024/02/18 17:45:30+00,2024-02-18 19:01:50+00:00,2024-02-18 19:05:23+00:00,2024/02/18 20:20:00+00,2024/02/18 19:03:36+00,875,12:45:30,03:33
IN,Muncie,40.198826,-85.395059,2024/02/18 17:52:30+00,2024-02-18 19:07:36+00:00,2024-02-18 19:11:19+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:28+00,876,12:52:30,03:43
IN,Napoleon,39.204336,-85.327854,2024/02/18 17:51:20+00,2024-02-18 19:07:14+00:00,2024-02-18 19:10:09+00:00,2024/02/18 20:24:00+00,2024/02/18 19:08:42+00,877,12:51:20,02:55
IN,Nashville,39.207733,-86.236172,2024/02/18 17:50:00+00,2024-02-18 19:05:21+00:00,2024-02-18 19:09:20+00:00,2024/02/18 20:22:50+00,2024/02/18 19:07:20+00,878,12:50:00,03:59
IN,Needham,39.531165,-85.9716,2024/02/18 17:50:40+00,2024-02-18 19:06:02+00:00,2024-02-18 19:10:05+00:00,2024/02/18 20:23:20+00,2024/02/18 19:08:04+00,879,12:50:40,04:03
IN,Needmore,38.926703,-86.526266,2024/02/18 17:49:10+00,2024-02-18 19:04:42+00:00,2024-02-18 19:08:35+00:00,2024/02/18 20:22:20+00,2024/02/18 19:06:38+00,880,12:49:10,03:53
IN,Newbern,39.236535,-85.745195,2024/02/18 17:50:40+00,2024-02-18 19:06:16+00:00,2024-02-18 19:09:56+00:00,2024/02/18 20:23:20+00,2024/02/18 19:08:06+00,881,12:50:40,03:40
IN,Newberry,38.923856,-87.019383,2024/02/18 17:48:20+00,2024-02-18 19:03:53+00:00,2024-02-18 19:07:58+00:00,2024/02/18 20:21:40+00,2024/02/18 19:05:56+00,882,12:48:20,04:05
IN,Newburgh,37.949254,-87.405494,2024/02/18 17:46:20+00,2024-02-18 19:03:03+00:00,2024-02-18 19:05:39+00:00,2024/02/18 20:20:40+00,2024/02/18 19:04:21+00,883,12:46:20,02:36
IN,New Castle,39.919835,-85.370064,2024/02/18 17:52:10+00,2024-02-18 19:07:16+00:00,2024-02-18 19:11:17+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:16+00,884,12:52:10,04:01
IN,New Goshen,39.580874,-87.460852,2024/02/18 17:48:40+00,2024-02-18 19:04:44+00:00,2024-02-18 19:07:05+00:00,2024/02/18 20:21:20+00,2024/02/18 19:05:54+00,885,12:48:40,02:21
IN,New Harmony,38.128615,-87.930867,2024/02/18 17:45:50+00,2024-02-18 19:01:45+00:00,2024-02-18 19:05:41+00:00,2024/02/18 20:20:10+00,2024/02/18 19:03:43+00,886,12:45:50,03:56
