X,Y,STATE,NAME,LAT,LON,Start_Partial,Start_Total,End_Total,End_Partial,Midpoint_Totality,ObjectId,TestTime
-94.200112,34.638786,AR,Acorn,34.638786,-94.200112,2024/02/18 17:30:40+00,2024/02/18 18:47:35+00,2024/02/18 18:51:37+00,2024/02/18 20:08:30+00,2024/02/18 18:49:36+00,1,12:30:40
-91.826194,35.113627,AR,McRae,35.113627,-91.826194,2024/02/18 17:35:10+00,2024/02/18 18:52:42+00,2024/02/18 18:55:26+00,2024/02/18 20:12:30+00,2024/02/18 18:54:04+00,2,12:35:10
-92.899132,35.03993,AR,Adona,35.03993,-92.899132,2024/02/18 17:33:20+00,2024/02/18 18:50:08+00,2024/02/18 18:54:22+00,2024/02/18 20:10:50+00,2024/02/18 18:52:15+00,3,12:33:20
-92.451217,34.618588,AR,Alexander,34.618588,-92.451217,2024/02/18 17:33:20+00,2024/02/18 18:51:09+00,2024/02/18 18:53:38+00,2024/02/18 20:11:10+00,2024/02/18 18:52:24+00,4,12:33:20
-91.08345,35.892907,AR,Alicia,35.892907,-91.08345,2024/02/18 17:37:30+00,2024/02/18 18:54:29+00,2024/02/18 18:58:05+00,2024/02/18 20:14:10+00,2024/02/18 18:56:17+00,5,12:37:30
-93.728784,35.422002,AR,Alix,35.422002,-93.728784,2024/02/18 17:32:50+00,2024/02/18 18:49:54+00,2024/02/18 18:53:00+00,2024/02/18 20:10:00+00,2024/02/18 18:51:27+00,6,12:32:50
-94.262198,33.764823,AR,Alleene,33.764823,-94.262198,2024/02/18 17:29:10+00,2024/02/18 18:46:15+00,2024/02/18 18:50:16+00,2024/02/18 20:07:40+00,2024/02/18 18:48:16+00,7,12:29:10
-93.378321,34.226886,AR,Alpine,34.226886,-93.378321,2024/02/18 17:31:10+00,2024/02/18 18:48:36+00,2024/02/18 18:52:10+00,2024/02/18 20:09:20+00,2024/02/18 18:50:23+00,8,12:31:10
-93.764388,35.44676,AR,Altus,35.44676,-93.764388,2024/02/18 17:32:50+00,2024/02/18 18:49:58+00,2024/02/18 18:52:54+00,2024/02/18 20:10:00+00,2024/02/18 18:51:26+00,9,12:32:50
-91.109415,35.563173,AR,Amagon,35.563173,-91.109415,2024/02/18 17:37:00+00,2024/02/18 18:54:33+00,2024/02/18 18:57:02+00,2024/02/18 20:13:50+00,2024/02/18 18:55:48+00,10,12:37:00
-93.463423,34.26619,AR,Amity,34.26619,-93.463423,2024/02/18 17:31:10+00,2024/02/18 18:48:22+00,2024/02/18 18:52:12+00,2024/02/18 20:09:20+00,2024/02/18 18:50:17+00,11,12:31:10
-93.421361,34.034536,AR,Antoine,34.034536,-93.421361,2024/02/18 17:30:50+00,2024/02/18 18:48:31+00,2024/02/18 18:51:32+00,2024/02/18 20:09:10+00,2024/02/18 18:50:02+00,12,12:30:50
-92.981271,34.967483,AR,Aplin,34.967483,-92.981271,2024/02/18 17:33:10+00,2024/02/18 18:49:54+00,2024/02/18 18:54:07+00,2024/02/18 20:10:40+00,2024/02/18 18:52:00+00,13,12:33:10
-92.875276,35.410823,AR,Appleton,35.410823,-92.875276,2024/02/18 17:34:00+00,2024/02/18 18:50:41+00,2024/02/18 18:54:55+00,2024/02/18 20:11:10+00,2024/02/18 18:52:48+00,14,12:34:00
-93.070851,34.12738,AR,Arkadelphia,34.12738,-93.070851,2024/02/18 17:31:30+00,2024/02/18 18:49:34+00,2024/02/18 18:51:51+00,2024/02/18 20:09:50+00,2024/02/18 18:50:42+00,15,12:31:30
-94.126627,33.674529,AR,Ashdown,33.674529,-94.126627,2024/02/18 17:29:10+00,2024/02/18 18:46:34+00,2024/02/18 18:50:11+00,2024/02/18 20:07:50+00,2024/02/18 18:48:22+00,16,12:29:10
-91.606512,36.236559,AR,Ash Flat,36.236559,-91.606512,2024/02/18 17:37:20+00,2024/02/18 18:53:46+00,2024/02/18 18:57:59+00,2024/02/18 20:13:40+00,2024/02/18 18:55:52+00,17,12:37:20
-92.949643,35.240863,AR,Atkins,35.240863,-92.949643,2024/02/18 17:33:30+00,2024/02/18 18:50:18+00,2024/02/18 18:54:36+00,2024/02/18 20:11:00+00,2024/02/18 18:52:27+00,18,12:33:30
-91.36086,35.28655,AR,Augusta,35.28655,-91.36086,2024/02/18 17:36:10+00,2024/02/18 18:54:08+00,2024/02/18 18:55:54+00,2024/02/18 20:13:20+00,2024/02/18 18:55:01+00,19,12:36:10
-91.989609,35.005912,AR,Austin,35.005912,-91.989609,2024/02/18 17:34:40+00,2024/02/18 18:52:18+00,2024/02/18 18:55:02+00,2024/02/18 20:12:10+00,2024/02/18 18:53:40+00,20,12:34:40
-92.586141,34.694843,AR,Avilla,34.694843,-92.586141,2024/02/18 17:33:20+00,2024/02/18 18:50:43+00,2024/02/18 18:53:53+00,2024/02/18 20:11:00+00,2024/02/18 18:52:18+00,21,12:33:20
-91.571253,35.312539,AR,Bald Knob,35.312539,-91.571253,2024/02/18 17:35:50+00,2024/02/18 18:53:21+00,2024/02/18 18:56:09+00,2024/02/18 20:13:00+00,2024/02/18 18:54:45+00,22,12:35:50
-94.275195,35.331286,AR,Barling,35.331286,-94.275195,2024/02/18 17:31:50+00,2024/02/18 18:49:52+00,2024/02/18 18:50:41+00,2024/02/18 20:09:00+00,2024/02/18 18:50:16+00,23,12:31:50
-91.622652,35.768572,AR,Batesville,35.768572,-91.622652,2024/02/18 17:36:30+00,2024/02/18 18:53:12+00,2024/02/18 18:57:16+00,2024/02/18 20:13:20+00,2024/02/18 18:55:14+00,24,12:36:30
-92.50209,34.557736,AR,Bauxite,34.557736,-92.50209,2024/02/18 17:33:10+00,2024/02/18 18:51:03+00,2024/02/18 18:53:24+00,2024/02/18 20:11:00+00,2024/02/18 18:52:14+00,25,12:33:10
-90.552143,35.746057,AR,Bay,35.746057,-90.552143,2024/02/18 17:38:10+00,2024/02/18 18:56:35+00,2024/02/18 18:56:54+00,2024/02/18 20:14:50+00,2024/02/18 18:56:44+00,26,12:38:10
-91.901059,35.072433,AR,Beebe,35.072433,-91.901059,2024/02/18 17:35:00+00,2024/02/18 18:52:31+00,2024/02/18 18:55:17+00,2024/02/18 20:12:20+00,2024/02/18 18:53:54+00,27,12:35:00
-92.401023,35.462622,AR,Bee Branch,35.462622,-92.401023,2024/02/18 17:34:50+00,2024/02/18 18:51:30+00,2024/02/18 18:55:44+00,2024/02/18 20:12:00+00,2024/02/18 18:53:37+00,28,12:34:50
-91.110738,35.429169,AR,Beedeville,35.429169,-91.110738,2024/02/18 17:36:40+00,2024/02/18 18:54:54+00,2024/02/18 18:56:12+00,2024/02/18 20:13:50+00,2024/02/18 18:55:33+00,29,12:36:40
-93.206223,33.888208,AR,Beirne,33.888208,-93.206223,2024/02/18 17:31:00+00,2024/02/18 18:49:40+00,2024/02/18 18:50:23+00,2024/02/18 20:09:20+00,2024/02/18 18:50:02+00,30,12:31:00
-93.047039,36.199864,AR,Bellefonte,36.199864,-93.047039,2024/02/18 17:35:00+00,2024/02/18 18:52:54+00,2024/02/18 18:53:55+00,2024/02/18 20:11:40+00,2024/02/18 18:53:24+00,31,12:35:00
-93.445774,35.09153,AR,Belleville,35.09153,-93.445774,2024/02/18 17:32:40+00,2024/02/18 18:49:22+00,2024/02/18 18:53:31+00,2024/02/18 20:10:10+00,2024/02/18 18:51:26+00,32,12:32:40
-94.123319,33.829113,AR,Ben Lomond,33.829113,-94.123319,2024/02/18 17:29:20+00,2024/02/18 18:46:36+00,2024/02/18 18:50:33+00,2024/02/18 20:07:50+00,2024/02/18 18:48:34+00,33,12:29:20
-92.572583,34.577424,AR,Benton,34.577424,-92.572583,2024/02/18 17:33:00+00,2024/02/18 18:50:48+00,2024/02/18 18:53:30+00,2024/02/18 20:10:50+00,2024/02/18 18:52:09+00,34,12:33:00
-91.792711,35.787096,AR,Bethesda,35.787096,-91.792711,2024/02/18 17:36:20+00,2024/02/18 18:52:54+00,2024/02/18 18:57:04+00,2024/02/18 20:13:10+00,2024/02/18 18:54:59+00,35,12:36:20
-92.631175,34.997795,AR,Bigelow,34.997795,-92.631175,2024/02/18 17:33:40+00,2024/02/18 18:50:37+00,2024/02/18 18:54:37+00,2024/02/18 20:11:10+00,2024/02/18 18:52:37+00,36,12:33:40
-92.41022,36.003394,AR,Big Flat,36.003394,-92.41022,2024/02/18 17:35:40+00,2024/02/18 18:52:21+00,2024/02/18 18:56:14+00,2024/02/18 20:12:30+00,2024/02/18 18:54:18+00,37,12:35:40
-90.800701,36.331361,AR,Biggers,36.331361,-90.800701,2024/02/18 17:38:40+00,2024/02/18 18:55:13+00,2024/02/18 18:59:15+00,2024/02/18 20:15:00+00,2024/02/18 18:57:14+00,38,12:38:40
-93.178139,34.321836,AR,Bismarck,34.321836,-93.178139,2024/02/18 17:31:40+00,2024/02/18 18:49:09+00,2024/02/18 18:52:31+00,2024/02/18 20:09:50+00,2024/02/18 18:50:50+00,39,12:31:40
-90.367568,35.836485,AR,Black Oak,35.836485,-90.367568,2024/02/18 17:38:30+00,2024/02/18 18:57:20+00,2024/02/18 18:57:30+00,2024/02/18 20:15:10+00,2024/02/18 18:57:25+00,40,12:38:30
-91.10748,36.106237,AR,Black Rock,36.106237,-91.10748,2024/02/18 17:37:50+00,2024/02/18 18:54:28+00,2024/02/18 18:58:30+00,2024/02/18 20:14:20+00,2024/02/18 18:56:29+00,41,12:37:50
-93.713115,34.455977,AR,Black Springs,34.455977,-93.713115,2024/02/18 17:31:10+00,2024/02/18 18:48:00+00,2024/02/18 18:52:15+00,2024/02/18 20:09:10+00,2024/02/18 18:50:08+00,42,12:31:10
-93.578187,33.871251,AR,Blevins,33.871251,-93.578187,2024/02/18 17:30:20+00,2024/02/18 18:48:06+00,2024/02/18 18:50:59+00,2024/02/18 20:08:40+00,2024/02/18 18:49:32+00,43,12:30:20
-93.716666,35.131796,AR,Blue Mountain,35.131796,-93.716666,2024/02/18 17:32:20+00,2024/02/18 18:49:08+00,2024/02/18 18:52:57+00,2024/02/18 20:09:40+00,2024/02/18 18:51:02+00,44,12:32:20
-94.079674,34.532519,AR,Board Camp,34.532519,-94.079674,2024/02/18 17:30:40+00,2024/02/18 18:47:32+00,2024/02/18 18:51:48+00,2024/02/18 20:08:40+00,2024/02/18 18:49:40+00,45,12:30:40
-94.049397,34.788119,AR,Boles,34.788119,-94.049397,2024/02/18 17:31:10+00,2024/02/18 18:48:04+00,2024/02/18 18:52:03+00,2024/02/18 20:08:50+00,2024/02/18 18:50:04+00,46,12:31:10
-94.416133,35.231794,AR,Bonanza,35.231794,-94.416133,2024/02/18 17:31:30+00,2024/02/18 18:49:33+00,2024/02/18 18:50:14+00,2024/02/18 20:08:50+00,2024/02/18 18:49:54+00,47,12:31:30
-90.800821,35.911102,AR,Bono,35.911102,-90.800821,2024/02/18 17:38:00+00,2024/02/18 18:55:13+00,2024/02/18 18:58:15+00,2024/02/18 20:14:40+00,2024/02/18 18:56:44+00,48,12:38:00
-93.9175,35.139329,AR,Booneville,35.139329,-93.9175,2024/02/18 17:32:00+00,2024/02/18 18:48:59+00,2024/02/18 18:52:30+00,2024/02/18 20:09:20+00,2024/02/18 18:50:44+00,49,12:32:00
-90.496228,35.816835,AR,Bowman,35.816835,-90.496228,2024/02/18 17:38:20+00,2024/02/18 18:56:32+00,2024/02/18 18:57:26+00,2024/02/18 20:15:00+00,2024/02/18 18:56:59+00,50,12:38:20
-91.455232,35.422004,AR,Bradford,35.422004,-91.455232,2024/02/18 17:36:10+00,2024/02/18 18:53:37+00,2024/02/18 18:56:31+00,2024/02/18 20:13:20+00,2024/02/18 18:55:04+00,51,12:36:10
-93.95537,35.308303,AR,Branch,35.308303,-93.95537,2024/02/18 17:32:10+00,2024/02/18 18:49:28+00,2024/02/18 18:52:24+00,2024/02/18 20:09:30+00,2024/02/18 18:50:56+00,52,12:32:10
-92.28209,36.271968,AR,Briarcliff,36.271968,-92.28209,2024/02/18 17:36:20+00,2024/02/18 18:53:04+00,2024/02/18 18:56:36+00,2024/02/18 20:12:50+00,2024/02/18 18:54:50+00,53,12:36:20
-90.571657,35.897051,AR,Brookland,35.897051,-90.571657,2024/02/18 17:38:20+00,2024/02/18 18:55:54+00,2024/02/18 18:58:13+00,2024/02/18 20:14:50+00,2024/02/18 18:57:04+00,54,12:38:20
-92.491338,34.615059,AR,Bryant,34.615059,-92.491338,2024/02/18 17:33:20+00,2024/02/18 18:51:01+00,2024/02/18 18:53:38+00,2024/02/18 20:11:00+00,2024/02/18 18:52:20+00,55,12:33:20
-92.437942,36.169075,AR,Buffalo City,36.169075,-92.437942,2024/02/18 17:36:00+00,2024/02/18 18:52:41+00,2024/02/18 18:56:13+00,2024/02/18 20:12:30+00,2024/02/18 18:54:27+00,56,12:36:00
-92.591504,36.37357,AR,Bull Shoals,36.37357,-92.591504,2024/02/18 17:36:00+00,2024/02/18 18:53:15+00,2024/02/18 18:55:44+00,2024/02/18 20:12:30+00,2024/02/18 18:54:30+00,57,12:36:00
-92.028288,34.975106,AR,Cabot,34.975106,-92.028288,2024/02/18 17:34:30+00,2024/02/18 18:52:12+00,2024/02/18 18:54:56+00,2024/02/18 20:12:00+00,2024/02/18 18:53:34+00,58,12:34:30
-93.617881,34.402494,AR,Caddo Gap,34.402494,-93.617881,2024/02/18 17:31:10+00,2024/02/18 18:48:07+00,2024/02/18 18:52:18+00,2024/02/18 20:09:10+00,2024/02/18 18:50:12+00,59,12:31:10
-93.084597,34.180746,AR,Caddo Valley,34.180746,-93.084597,2024/02/18 17:31:30+00,2024/02/18 18:49:28+00,2024/02/18 18:52:05+00,2024/02/18 20:09:50+00,2024/02/18 18:50:46+00,60,12:31:30
-92.125913,36.121965,AR,Calico Rock,36.121965,-92.125913,2024/02/18 17:36:20+00,2024/02/18 18:52:54+00,2024/02/18 18:56:53+00,2024/02/18 20:12:50+00,2024/02/18 18:54:54+00,61,12:36:20
-92.344976,34.7808,AR,Cammack Village,34.7808,-92.344976,2024/02/18 17:33:40+00,2024/02/18 18:51:22+00,2024/02/18 18:54:13+00,2024/02/18 20:11:30+00,2024/02/18 18:52:48+00,62,12:33:40
-89.375442,38.622266,IL,Carlyle,38.622266,-89.375442,2024/02/18 17:44:20+00,2024/02/18 19:01:37+00,2024/02/18 19:02:08+00,2024/02/18 20:18:30+00,2024/02/18 19:01:52+00,63,12:44:20
-91.253754,35.667799,AR,Campbell Station,35.667799,-91.253754,2024/02/18 17:36:50+00,2024/02/18 18:54:06+00,2024/02/18 18:57:21+00,2024/02/18 20:13:50+00,2024/02/18 18:55:44+00,64,12:36:50
-93.045507,35.024966,AR,Casa,35.024966,-93.045507,2024/02/18 17:33:10+00,2024/02/18 18:49:52+00,2024/02/18 18:54:08+00,2024/02/18 20:10:40+00,2024/02/18 18:52:00+00,65,12:33:10
-90.931648,35.801157,AR,Cash,35.801157,-90.931648,2024/02/18 17:37:40+00,2024/02/18 18:54:55+00,2024/02/18 18:57:52+00,2024/02/18 20:14:20+00,2024/02/18 18:56:24+00,66,12:37:40
-93.867806,35.301849,AR,Caulksville,35.301849,-93.867806,2024/02/18 17:32:20+00,2024/02/18 18:49:28+00,2024/02/18 18:52:38+00,2024/02/18 20:09:40+00,2024/02/18 18:51:03+00,67,12:32:20
-91.54675,35.948169,AR,Cave City,35.948169,-91.54675,2024/02/18 17:37:00+00,2024/02/18 18:53:31+00,2024/02/18 18:57:40+00,2024/02/18 20:13:40+00,2024/02/18 18:55:36+00,68,12:37:00
-93.951166,34.031828,AR,Center Point,34.031828,-93.951166,2024/02/18 17:30:00+00,2024/02/18 18:47:07+00,2024/02/18 18:51:10+00,2024/02/18 20:08:20+00,2024/02/18 18:49:08+00,69,12:30:00
-92.575626,35.380707,AR,Center Ridge,35.380707,-92.575626,2024/02/18 17:34:30+00,2024/02/18 18:51:06+00,2024/02/18 18:55:22+00,2024/02/18 20:11:40+00,2024/02/18 18:53:14+00,70,12:34:30
-93.171461,35.115702,AR,Centerville,35.115702,-93.171461,2024/02/18 17:33:00+00,2024/02/18 18:49:47+00,2024/02/18 18:54:05+00,2024/02/18 20:10:30+00,2024/02/18 18:51:56+00,71,12:33:00
-94.238042,35.336381,AR,Central City,35.336381,-94.238042,2024/02/18 17:31:50+00,2024/02/18 18:49:49+00,2024/02/18 18:51:02+00,2024/02/18 20:09:10+00,2024/02/18 18:50:26+00,72,12:31:50
-94.04835,35.294515,AR,Charleston,35.294515,-94.04835,2024/02/18 17:32:10+00,2024/02/18 18:49:25+00,2024/02/18 18:52:07+00,2024/02/18 20:09:20+00,2024/02/18 18:50:46+00,73,12:32:10
-91.569368,36.291321,AR,Cherokee Village,36.291321,-91.569368,2024/02/18 17:37:30+00,2024/02/18 18:53:54+00,2024/02/18 18:58:06+00,2024/02/18 20:13:50+00,2024/02/18 18:56:00+00,74,12:37:30
-93.481558,35.453918,AR,Clarksville,35.453918,-93.481558,2024/02/18 17:33:10+00,2024/02/18 18:50:07+00,2024/02/18 18:53:37+00,2024/02/18 20:10:20+00,2024/02/18 18:51:52+00,75,12:33:10
-92.455735,35.578981,AR,Clinton,35.578981,-92.455735,2024/02/18 17:35:00+00,2024/02/18 18:51:33+00,2024/02/18 18:55:50+00,2024/02/18 20:12:00+00,2024/02/18 18:53:42+00,76,12:35:00
-93.665193,35.436892,AR,Coal Hill,35.436892,-93.665193,2024/02/18 17:32:50+00,2024/02/18 18:49:57+00,2024/02/18 18:53:10+00,2024/02/18 20:10:00+00,2024/02/18 18:51:34+00,77,12:32:50
-92.228432,34.700535,AR,College Station,34.700535,-92.228432,2024/02/18 17:33:50+00,2024/02/18 18:51:49+00,2024/02/18 18:53:51+00,2024/02/18 20:11:30+00,2024/02/18 18:52:50+00,78,12:33:50
-91.860623,35.66633,AR,Concord,35.66633,-91.860623,2024/02/18 17:36:00+00,2024/02/18 18:52:40+00,2024/02/18 18:56:47+00,2024/02/18 20:12:50+00,2024/02/18 18:54:44+00,79,12:36:00
-92.467004,35.074404,AR,Conway,35.074404,-92.467004,2024/02/18 17:34:00+00,2024/02/18 18:51:01+00,2024/02/18 18:54:57+00,2024/02/18 20:11:30+00,2024/02/18 18:52:59+00,80,12:34:00
-93.420089,35.069508,AR,Corinth,35.069508,-93.420089,2024/02/18 17:32:40+00,2024/02/18 18:49:21+00,2024/02/18 18:53:33+00,2024/02/18 20:10:10+00,2024/02/18 18:51:27+00,81,12:32:40
-90.583609,36.413682,AR,Corning,36.413682,-90.583609,2024/02/18 17:39:10+00,2024/02/18 18:55:43+00,2024/02/18 18:59:39+00,2024/02/18 20:15:20+00,2024/02/18 18:57:41+00,82,12:39:10
-92.520821,36.281898,AR,Cotter,36.281898,-92.520821,2024/02/18 17:36:00+00,2024/02/18 18:52:57+00,2024/02/18 18:56:01+00,2024/02/18 20:12:30+00,2024/02/18 18:54:29+00,83,12:36:00
-94.422321,34.438983,AR,Cove,34.438983,-94.422321,2024/02/18 17:30:00+00,2024/02/18 18:46:55+00,2024/02/18 18:51:01+00,2024/02/18 20:08:00+00,2024/02/18 18:48:58+00,84,12:30:00
-93.333623,34.524828,AR,Crystal Springs,34.524828,-93.333623,2024/02/18 17:31:50+00,2024/02/18 18:48:48+00,2024/02/18 18:52:53+00,2024/02/18 20:09:50+00,2024/02/18 18:50:50+00,85,12:31:50
-91.778081,35.865844,AR,Cushman,35.865844,-91.778081,2024/02/18 17:36:30+00,2024/02/18 18:53:01+00,2024/02/18 18:57:13+00,2024/02/18 20:13:10+00,2024/02/18 18:55:07+00,86,12:36:30
-93.739193,34.235924,AR,Daisy,34.235924,-93.739193,2024/02/18 17:30:40+00,2024/02/18 18:47:44+00,2024/02/18 18:51:50+00,2024/02/18 20:08:50+00,2024/02/18 18:49:47+00,87,12:30:40
-92.410712,35.367092,AR,Damascus,35.367092,-92.410712,2024/02/18 17:34:40+00,2024/02/18 18:51:22+00,2024/02/18 18:55:33+00,2024/02/18 20:11:50+00,2024/02/18 18:53:28+00,88,12:34:40
-93.391199,35.052457,AR,Danville,35.052457,-93.391199,2024/02/18 17:32:40+00,2024/02/18 18:49:22+00,2024/02/18 18:53:36+00,2024/02/18 20:10:10+00,2024/02/18 18:51:29+00,89,12:32:40
-93.165909,35.226305,AR,Dardanelle,35.226305,-93.165909,2024/02/18 17:33:10+00,2024/02/18 18:49:58+00,2024/02/18 18:54:11+00,2024/02/18 20:10:40+00,2024/02/18 18:52:04+00,90,12:33:10
-90.728499,36.392471,AR,Datto,36.392471,-90.728499,2024/02/18 17:38:50+00,2024/02/18 18:55:24+00,2024/02/18 18:59:27+00,2024/02/18 20:15:10+00,2024/02/18 18:57:26+00,91,12:38:50
-93.219622,35.828023,AR,Deer,35.828023,-93.219622,2024/02/18 17:34:10+00,2024/02/18 18:51:19+00,2024/02/18 18:54:17+00,2024/02/18 20:11:00+00,2024/02/18 18:52:48+00,92,12:34:10
-90.725646,36.230393,AR,Delaplaine,36.230393,-90.725646,2024/02/18 17:38:40+00,2024/02/18 18:55:21+00,2024/02/18 18:59:09+00,2024/02/18 20:15:00+00,2024/02/18 18:57:15+00,93,12:38:40
-93.506555,34.02953,AR,Delight,34.02953,-93.506555,2024/02/18 17:30:40+00,2024/02/18 18:48:16+00,2024/02/18 18:51:30+00,2024/02/18 20:09:00+00,2024/02/18 18:49:53+00,94,12:30:40
-92.549999,35.747919,AR,Dennard,35.747919,-92.549999,2024/02/18 17:35:00+00,2024/02/18 18:51:41+00,2024/02/18 18:55:48+00,2024/02/18 20:12:00+00,2024/02/18 18:53:44+00,95,12:35:00
-93.756758,35.425153,AR,Denning,35.425153,-93.756758,2024/02/18 17:32:50+00,2024/02/18 18:49:53+00,2024/02/18 18:52:55+00,2024/02/18 20:10:00+00,2024/02/18 18:51:24+00,96,12:32:50
-94.342133,34.042245,AR,De Queen,34.042245,-94.342133,2024/02/18 17:29:30+00,2024/02/18 18:46:23+00,2024/02/18 18:50:41+00,2024/02/18 20:07:50+00,2024/02/18 18:48:32+00,97,12:29:30
-91.685579,35.730455,AR,Desha,35.730455,-91.685579,2024/02/18 17:36:20+00,2024/02/18 18:53:03+00,2024/02/18 18:57:07+00,2024/02/18 20:13:10+00,2024/02/18 18:55:05+00,98,12:36:20
-91.258933,35.648773,AR,Diaz,35.648773,-91.258933,2024/02/18 17:36:50+00,2024/02/18 18:54:05+00,2024/02/18 18:57:18+00,2024/02/18 20:13:50+00,2024/02/18 18:55:42+00,99,12:36:50
-94.017283,34.119961,AR,Dierks,34.119961,-94.017283,2024/02/18 17:30:00+00,2024/02/18 18:47:04+00,2024/02/18 18:51:15+00,2024/02/18 20:08:20+00,2024/02/18 18:49:10+00,100,12:30:00
-92.919517,34.234976,AR,Donaldson,34.234976,-92.919517,2024/02/18 17:32:00+00,2024/02/18 18:49:58+00,2024/02/18 18:52:14+00,2024/02/18 20:10:10+00,2024/02/18 18:51:06+00,101,12:32:00
-93.114241,35.390981,AR,Dover,35.390981,-93.114241,2024/02/18 17:33:40+00,2024/02/18 18:50:21+00,2024/02/18 18:54:25+00,2024/02/18 20:10:50+00,2024/02/18 18:52:23+00,102,12:33:40
-93.807851,35.153901,AR,Magazine,35.153901,-93.807851,2024/02/18 17:32:10+00,2024/02/18 18:49:06+00,2024/02/18 18:52:46+00,2024/02/18 20:09:40+00,2024/02/18 18:50:56+00,103,12:32:10
-91.482237,35.703055,AR,Magness,35.703055,-91.482237,2024/02/18 17:36:40+00,2024/02/18 18:53:29+00,2024/02/18 18:57:17+00,2024/02/18 20:13:30+00,2024/02/18 18:55:23+00,104,12:36:40
-92.837719,34.449161,AR,Magnet Cove,34.449161,-92.837719,2024/02/18 17:32:20+00,2024/02/18 18:50:04+00,2024/02/18 18:53:01+00,2024/02/18 20:10:20+00,2024/02/18 18:51:32+00,105,12:32:20
-92.82125,34.373579,AR,Malvern,34.373579,-92.82125,2024/02/18 17:32:20+00,2024/02/18 18:50:10+00,2024/02/18 18:52:46+00,2024/02/18 20:10:20+00,2024/02/18 18:51:28+00,106,12:32:20
-91.541067,36.49241,AR,Mammoth Spring,36.49241,-91.541067,2024/02/18 17:37:50+00,2024/02/18 18:54:17+00,2024/02/18 18:58:17+00,2024/02/18 20:14:00+00,2024/02/18 18:56:17+00,107,12:37:50
-94.234269,35.063915,AR,Mansfield,35.063915,-94.234269,2024/02/18 17:31:20+00,2024/02/18 18:48:37+00,2024/02/18 18:51:41+00,2024/02/18 20:08:50+00,2024/02/18 18:50:09+00,108,12:31:20
-90.385061,36.190028,AR,Marmaduke,36.190028,-90.385061,2024/02/18 17:39:10+00,2024/02/18 18:56:14+00,2024/02/18 18:59:15+00,2024/02/18 20:15:30+00,2024/02/18 18:57:44+00,109,12:39:10
-92.646498,35.908461,AR,Marshall,35.908461,-92.646498,2024/02/18 17:35:10+00,2024/02/18 18:51:54+00,2024/02/18 18:55:40+00,2024/02/18 20:12:00+00,2024/02/18 18:53:47+00,110,12:35:10
-92.399995,34.852344,AR,Maumelle,34.852344,-92.399995,2024/02/18 17:33:50+00,2024/02/18 18:51:11+00,2024/02/18 18:54:26+00,2024/02/18 20:11:30+00,2024/02/18 18:52:48+00,111,12:33:50
-92.426728,34.966196,AR,Mayflower,34.966196,-92.426728,2024/02/18 17:33:50+00,2024/02/18 18:51:06+00,2024/02/18 18:54:46+00,2024/02/18 20:11:30+00,2024/02/18 18:52:56+00,112,12:33:50
-90.901804,36.421493,AR,Maynard,36.421493,-90.901804,2024/02/18 17:38:40+00,2024/02/18 18:55:07+00,2024/02/18 18:59:16+00,2024/02/18 20:14:50+00,2024/02/18 18:57:12+00,113,12:38:40
-91.88152,36.063971,AR,Melbourne,36.063971,-91.88152,2024/02/18 17:36:40+00,2024/02/18 18:53:07+00,2024/02/18 18:57:20+00,2024/02/18 20:13:10+00,2024/02/18 18:55:14+00,114,12:36:40
-94.237096,34.580834,AR,Mena,34.580834,-94.237096,2024/02/18 17:30:30+00,2024/02/18 18:47:25+00,2024/02/18 18:51:31+00,2024/02/18 20:08:30+00,2024/02/18 18:49:28+00,115,12:30:30
-92.55042,35.149702,AR,Menifee,35.149702,-92.55042,2024/02/18 17:34:00+00,2024/02/18 18:50:53+00,2024/02/18 18:55:00+00,2024/02/18 20:11:30+00,2024/02/18 18:52:56+00,116,12:34:00
-94.352955,35.092403,AR,Midland,35.092403,-94.352955,2024/02/18 17:31:20+00,2024/02/18 18:48:42+00,2024/02/18 18:51:18+00,2024/02/18 20:08:40+00,2024/02/18 18:50:00+00,117,12:31:20
-92.475532,36.39224,AR,Midway,36.39224,-92.475532,2024/02/18 17:36:20+00,2024/02/18 18:53:20+00,2024/02/18 18:56:06+00,2024/02/18 20:12:40+00,2024/02/18 18:54:43+00,118,12:36:20
-92.973433,34.249893,AR,Midway,34.249893,-92.973433,2024/02/18 17:31:50+00,2024/02/18 18:49:46+00,2024/02/18 18:52:19+00,2024/02/18 20:10:00+00,2024/02/18 18:51:02+00,119,12:31:50
-93.921386,33.877723,AR,Mineral Springs,33.877723,-93.921386,2024/02/18 17:29:40+00,2024/02/18 18:47:08+00,2024/02/18 18:50:52+00,2024/02/18 20:08:10+00,2024/02/18 18:49:00+00,120,12:29:40
-91.027188,35.976417,AR,Minturn,35.976417,-91.027188,2024/02/18 17:37:40+00,2024/02/18 18:54:37+00,2024/02/18 18:58:19+00,2024/02/18 20:14:20+00,2024/02/18 18:56:28+00,121,12:37:40
-90.344106,35.893208,AR,Monette,35.893208,-90.344106,2024/02/18 17:38:40+00,2024/02/18 18:57:02+00,2024/02/18 18:57:31+00,2024/02/18 20:15:20+00,2024/02/18 18:57:16+00,122,12:38:40
