X,Y,STATE,NAME,LAT,LON,Start_Partial,Start_Total,End_Total,End_Partial,Midpoint_Totality,ObjectId,TestTime
-97.432297,30.794853,TX,Bartlett,30.794853,-97.432297,2024/02/18 17:18:50+00,2024/02/18 18:36:53+00,2024/02/18 18:39:59+00,2024/02/18 19:59:10+00,2024/02/18 18:38:26+00,2849,12:18:50
-83.940808,39.683133,OH,Xenia,39.683133,-83.940808,2024/02/18 17:54:00+00,2024/02/18 19:10:24+00,2024/02/18 19:11:49+00,2024/02/18 20:25:50+00,2024/02/18 19:11:06+00,2850,12:54:00
-81.784583,40.973373,OH,Rittman,40.973373,-81.784583,2024/02/18 17:58:50+00,2024/02/18 19:13:45+00,2024/02/18 19:16:38+00,2024/02/18 20:28:40+00,2024/02/18 19:15:12+00,2851,12:58:50
-100.953361,29.45908,TX,Lake View,29.45908,-100.953361,2024/02/18 17:11:20+00,2024/02/18 18:28:50+00,2024/02/18 18:31:48+00,2024/02/18 19:51:40+00,2024/02/18 18:30:19+00,2852,12:11:20
-97.86956,30.283246,TX,Barton Creek,30.283246,-97.86956,2024/02/18 17:17:20+00,2024/02/18 18:35:32+00,2024/02/18 18:38:09+00,2024/02/18 19:57:50+00,2024/02/18 18:36:50+00,2853,12:17:20
-80.567889,41.26823,OH,Yankee Lake,41.26823,-80.567889,2024/02/18 18:01:00+00,2024/02/18 19:16:23+00,2024/02/18 19:17:42+00,2024/02/18 20:30:10+00,2024/02/18 19:17:02+00,2854,01:01:00
-83.025048,40.080408,OH,Riverlea,40.080408,-83.025048,2024/02/18 17:56:00+00,2024/02/18 19:12:23+00,2024/02/18 19:12:43+00,2024/02/18 20:27:00+00,2024/02/18 19:12:33+00,2855,12:56:00
-97.986269,30.354982,TX,Lakeway,30.354982,-97.986269,2024/02/18 17:17:20+00,2024/02/18 18:35:09+00,2024/02/18 18:38:24+00,2024/02/18 19:57:50+00,2024/02/18 18:36:46+00,2856,12:17:20
-97.149176,33.084683,TX,Bartonville,33.084683,-97.149176,2024/02/18 17:23:40+00,2024/02/18 18:41:56+00,2024/02/18 18:42:48+00,2024/02/18 20:02:20+00,2024/02/18 18:42:22+00,2857,12:23:40
-83.891984,39.798382,OH,Yellow Springs,39.798382,-83.891984,2024/02/18 17:54:10+00,2024/02/18 19:10:10+00,2024/02/18 19:12:24+00,2024/02/18 20:25:50+00,2024/02/18 19:11:17+00,2858,12:54:10
-84.123915,39.78265,OH,Riverside,39.78265,-84.123915,2024/02/18 17:53:50+00,2024/02/18 19:09:36+00,2024/02/18 19:12:18+00,2024/02/18 20:25:40+00,2024/02/18 19:10:57+00,2859,12:53:50
-96.976542,33.136069,TX,Lakewood Village,33.136069,-96.976542,2024/02/18 17:24:00+00,2024/02/18 18:41:52+00,2024/02/18 18:43:59+00,2024/02/18 20:02:50+00,2024/02/18 18:42:56+00,2860,12:24:00
-99.629311,28.952424,TX,Batesville,28.952424,-99.629311,2024/02/18 17:12:10+00,2024/02/18 18:29:50+00,2024/02/18 18:33:24+00,2024/02/18 19:53:10+00,2024/02/18 18:31:37+00,2861,12:12:10
-84.49515,40.325515,OH,Yorkshire,40.325515,-84.49515,2024/02/18 17:54:00+00,2024/02/18 19:08:53+00,2024/02/18 19:12:53+00,2024/02/18 20:25:20+00,2024/02/18 19:10:53+00,2862,12:54:00
-80.828275,41.638816,OH,Roaming Shores,41.638816,-80.828275,2024/02/18 18:01:00+00,2024/02/18 19:15:11+00,2024/02/18 19:18:41+00,2024/02/18 20:29:50+00,2024/02/18 19:16:56+00,2863,01:01:00
-97.430548,32.812972,TX,Lake Worth,32.812972,-97.430548,2024/02/18 17:22:40+00,2024/02/18 18:40:52+00,2024/02/18 18:42:27+00,2024/02/18 20:01:40+00,2024/02/18 18:41:40+00,2864,12:22:40
-97.940055,30.182376,TX,Bear Creek,30.182376,-97.940055,2024/02/18 17:17:00+00,2024/02/18 18:35:19+00,2024/02/18 18:37:45+00,2024/02/18 19:57:40+00,2024/02/18 18:36:32+00,2865,12:17:00
-83.677893,40.338604,OH,Zanesfield,40.338604,-83.677893,2024/02/18 17:55:10+00,2024/02/18 19:10:13+00,2024/02/18 19:13:52+00,2024/02/18 20:26:20+00,2024/02/18 19:12:02+00,2866,12:55:10
-82.306283,41.124065,OH,Rochester,41.124065,-82.306283,2024/02/18 17:58:20+00,2024/02/18 19:12:39+00,2024/02/18 19:16:26+00,2024/02/18 20:28:10+00,2024/02/18 19:14:32+00,2867,12:58:20
-98.261976,31.824189,TX,Lamkin,31.824189,-98.261976,2024/02/18 17:19:40+00,2024/02/18 18:37:09+00,2024/02/18 18:40:19+00,2024/02/18 19:59:10+00,2024/02/18 18:38:44+00,2868,12:19:40
-96.764278,32.559471,TX,Bear Creek Ranch,32.559471,-96.764278,2024/02/18 17:23:10+00,2024/02/18 18:40:16+00,2024/02/18 18:44:27+00,2024/02/18 20:02:30+00,2024/02/18 18:42:22+00,2869,12:23:10
-96.155242,33.874518,OK,Albany,33.874518,-96.155242,2024/02/18 17:26:30+00,2024/02/18 18:44:40+00,2024/02/18 18:45:50+00,2024/02/18 20:04:40+00,2024/02/18 18:45:15+00,2870,12:26:30
-80.854533,41.660373,OH,Rock Creek,41.660373,-80.854533,2024/02/18 18:01:10+00,2024/02/18 19:15:07+00,2024/02/18 19:18:41+00,2024/02/18 20:29:50+00,2024/02/18 19:16:54+00,2871,01:01:10
-98.182783,31.064037,TX,Lampasas,31.064037,-98.182783,2024/02/18 17:18:20+00,2024/02/18 18:35:25+00,2024/02/18 18:39:51+00,2024/02/18 19:58:20+00,2024/02/18 18:37:38+00,2872,12:18:20
-97.135076,32.845838,TX,Bedford,32.845838,-97.135076,2024/02/18 17:23:10+00,2024/02/18 18:40:45+00,2024/02/18 18:43:40+00,2024/02/18 20:02:10+00,2024/02/18 18:42:12+00,2873,12:23:10
-95.099369,34.662141,OK,Albion,34.662141,-95.099369,2024/02/18 17:29:20+00,2024/02/18 18:47:20+00,2024/02/18 18:49:01+00,2024/02/18 20:07:10+00,2024/02/18 18:48:10+00,2874,12:29:20
-84.649909,40.691027,OH,Rockford,40.691027,-84.649909,2024/02/18 17:54:10+00,2024/02/18 19:09:11+00,2024/02/18 19:12:41+00,2024/02/18 20:25:20+00,2024/02/18 19:10:56+00,2875,12:54:10
-97.962591,30.307684,TX,Bee Cave,30.307684,-97.962591,2024/02/18 17:17:10+00,2024/02/18 18:35:13+00,2024/02/18 18:38:15+00,2024/02/18 19:57:40+00,2024/02/18 18:36:44+00,2876,12:17:10
-96.773789,32.596203,TX,Lancaster,32.596203,-96.773789,2024/02/18 17:23:10+00,2024/02/18 18:40:20+00,2024/02/18 18:44:28+00,2024/02/18 20:02:30+00,2024/02/18 18:42:24+00,2877,12:23:10
-95.622759,34.233026,OK,Antlers,34.233026,-95.622759,2024/02/18 17:27:50+00,2024/02/18 18:45:45+00,2024/02/18 18:47:44+00,2024/02/18 20:06:00+00,2024/02/18 18:46:44+00,2878,12:27:50
-83.213365,41.530446,OH,Rocky Ridge,41.530446,-83.213365,2024/02/18 17:57:30+00,2024/02/18 19:12:01+00,2024/02/18 19:15:09+00,2024/02/18 20:27:10+00,2024/02/18 19:13:35+00,2879,12:57:30
-97.089037,31.601451,TX,Bellmead,31.601451,-97.089037,2024/02/18 17:21:00+00,2024/02/18 18:38:11+00,2024/02/18 18:42:25+00,2024/02/18 20:00:50+00,2024/02/18 18:40:18+00,2880,12:21:00
-97.11904,33.093446,TX,Lantana,33.093446,-97.11904,2024/02/18 17:23:50+00,2024/02/18 18:41:54+00,2024/02/18 18:43:09+00,2024/02/18 20:02:30+00,2024/02/18 18:42:32+00,2881,12:23:50
-96.038388,34.005396,OK,Bennington,34.005396,-96.038388,2024/02/18 17:26:50+00,2024/02/18 18:45:19+00,2024/02/18 18:45:41+00,2024/02/18 20:05:10+00,2024/02/18 18:45:30+00,2882,12:26:50
-81.853825,41.473072,OH,Rocky River,41.473072,-81.853825,2024/02/18 17:59:20+00,2024/02/18 19:13:30+00,2024/02/18 19:17:22+00,2024/02/18 20:28:50+00,2024/02/18 19:15:26+00,2883,12:59:20
-96.412736,33.616488,TX,Bells,33.616488,-96.412736,2024/02/18 17:25:40+00,2024/02/18 18:43:36+00,2024/02/18 18:45:30+00,2024/02/18 20:04:10+00,2024/02/18 18:44:33+00,2884,12:25:40
-99.847918,28.949057,TX,La Pryor,28.949057,-99.847918,2024/02/18 17:11:50+00,2024/02/18 18:29:13+00,2024/02/18 18:33:15+00,2024/02/18 19:52:40+00,2024/02/18 18:31:14+00,2885,12:11:50
-95.869957,34.027613,OK,Boswell,34.027613,-95.869957,2024/02/18 17:27:10+00,2024/02/18 18:45:02+00,2024/02/18 18:47:05+00,2024/02/18 20:05:20+00,2024/02/18 18:46:04+00,2886,12:27:10
-82.547234,40.786306,OH,Roseland,40.786306,-82.547234,2024/02/18 17:57:30+00,2024/02/18 19:12:18+00,2024/02/18 19:15:42+00,2024/02/18 20:27:50+00,2024/02/18 19:14:00+00,2887,12:57:30
-97.984517,30.18853,TX,Belterra,30.18853,-97.984517,2024/02/18 17:17:00+00,2024/02/18 18:35:09+00,2024/02/18 18:37:49+00,2024/02/18 19:57:30+00,2024/02/18 18:36:29+00,2888,12:17:00
-100.468309,28.690208,TX,Las Quintas Fronterizas,28.690208,-100.468309,2024/02/18 17:10:30+00,2024/02/18 18:27:33+00,2024/02/18 18:31:56+00,2024/02/18 19:51:20+00,2024/02/18 18:29:44+00,2889,12:10:30
-94.741357,34.028862,OK,Broken Bow,34.028862,-94.741357,2024/02/18 17:28:50+00,2024/02/18 18:45:44+00,2024/02/18 18:50:01+00,2024/02/18 20:07:10+00,2024/02/18 18:47:52+00,2890,12:28:50
-83.96343,40.217387,OH,Rosewood,40.217387,-83.96343,2024/02/18 17:54:40+00,2024/02/18 19:09:41+00,2024/02/18 19:13:23+00,2024/02/18 20:26:00+00,2024/02/18 19:11:32+00,2891,12:54:40
-97.479542,31.052345,TX,Belton,31.052345,-97.479542,2024/02/18 17:19:20+00,2024/02/18 18:36:48+00,2024/02/18 18:40:45+00,2024/02/18 19:59:30+00,2024/02/18 18:38:46+00,2892,12:19:20
-100.776883,29.358463,TX,Laughlin,29.358463,-100.776883,2024/02/18 17:11:20+00,2024/02/18 18:28:33+00,2024/02/18 18:32:15+00,2024/02/18 19:51:50+00,2024/02/18 18:30:24+00,2893,12:11:20
-94.539287,35.137457,OK,Cameron,35.137457,-94.539287,2024/02/18 17:31:00+00,2024/02/18 18:49:12+00,2024/02/18 18:49:57+00,2024/02/18 20:08:30+00,2024/02/18 18:49:34+00,2894,12:31:00
-84.660145,39.313907,OH,Ross,39.313907,-84.660145,2024/02/18 17:52:30+00,2024/02/18 19:09:02+00,2024/02/18 19:10:29+00,2024/02/18 20:24:50+00,2024/02/18 19:09:46+00,2895,12:52:30
-96.964306,30.95124,TX,Ben Arnold,30.95124,-96.964306,2024/02/18 17:20:00+00,2024/02/18 18:38:28+00,2024/02/18 18:40:19+00,2024/02/18 20:00:10+00,2024/02/18 18:39:24+00,2896,12:20:00
-96.436973,33.023372,TX,Lavon,33.023372,-96.436973,2024/02/18 17:24:30+00,2024/02/18 18:41:38+00,2024/02/18 18:45:33+00,2024/02/18 20:03:30+00,2024/02/18 18:43:36+00,2897,12:24:30
-95.355746,34.586129,OK,Clayton,34.586129,-95.355746,2024/02/18 17:29:00+00,2024/02/18 18:47:40+00,2024/02/18 18:48:00+00,2024/02/18 20:06:50+00,2024/02/18 18:47:50+00,2898,12:29:00
-84.63828,40.280203,OH,Rossburg,40.280203,-84.63828,2024/02/18 17:53:50+00,2024/02/18 19:08:38+00,2024/02/18 19:12:38+00,2024/02/18 20:25:10+00,2024/02/18 19:10:38+00,2899,12:53:50
-83.572178,41.577572,OH,Rossford,41.577572,-83.572178,2024/02/18 17:57:00+00,2024/02/18 19:11:59+00,2024/02/18 19:14:17+00,2024/02/18 20:26:50+00,2024/02/18 19:13:08+00,2900,12:57:00
-83.664042,41.296562,OH,Rudolph,41.296562,-83.664042,2024/02/18 17:56:30+00,2024/02/18 19:11:11+00,2024/02/18 19:14:23+00,2024/02/18 20:26:40+00,2024/02/18 19:12:47+00,2901,12:56:30
-83.671152,40.461318,OH,Rushsylvania,40.461318,-83.671152,2024/02/18 17:55:30+00,2024/02/18 19:10:14+00,2024/02/18 19:14:03+00,2024/02/18 20:26:30+00,2024/02/18 19:12:08+00,2902,12:55:30
-83.893493,40.467436,OH,Russells Point,40.467436,-83.893493,2024/02/18 17:55:00+00,2024/02/18 19:09:52+00,2024/02/18 19:13:48+00,2024/02/18 20:26:10+00,2024/02/18 19:11:50+00,2903,12:55:00
-84.406715,40.234006,OH,Russia,40.234006,-84.406715,2024/02/18 17:54:00+00,2024/02/18 19:08:56+00,2024/02/18 19:12:54+00,2024/02/18 20:25:30+00,2024/02/18 19:10:55+00,2904,12:54:00
-84.631536,40.42034,OH,St. Henry,40.42034,-84.631536,2024/02/18 17:54:00+00,2024/02/18 19:08:47+00,2024/02/18 19:12:42+00,2024/02/18 20:25:20+00,2024/02/18 19:10:44+00,2905,12:54:00
-84.080233,40.555459,OH,St. Johns,40.555459,-84.080233,2024/02/18 17:54:50+00,2024/02/18 19:09:40+00,2024/02/18 19:13:39+00,2024/02/18 20:26:00+00,2024/02/18 19:11:40+00,2906,12:54:50
-84.392335,40.547565,OH,St. Marys,40.547565,-84.392335,2024/02/18 17:54:30+00,2024/02/18 19:09:15+00,2024/02/18 19:13:08+00,2024/02/18 20:25:40+00,2024/02/18 19:11:12+00,2907,12:54:30
-83.964352,40.126945,OH,St. Paris,40.126945,-83.964352,2024/02/18 17:54:40+00,2024/02/18 19:09:43+00,2024/02/18 19:13:14+00,2024/02/18 20:26:00+00,2024/02/18 19:11:28+00,2908,12:54:40
-82.714436,41.455885,OH,Sandusky,41.455885,-82.714436,2024/02/18 17:58:00+00,2024/02/18 19:12:21+00,2024/02/18 19:16:04+00,2024/02/18 20:27:50+00,2024/02/18 19:14:12+00,2909,12:58:00
-82.369629,40.969379,OH,Savannah,40.969379,-82.369629,2024/02/18 17:58:00+00,2024/02/18 19:12:33+00,2024/02/18 19:16:10+00,2024/02/18 20:28:00+00,2024/02/18 19:14:22+00,2910,12:58:00
-81.440842,41.03444,OH,Sawyerwood,41.03444,-81.440842,2024/02/18 17:59:30+00,2024/02/18 19:14:27+00,2024/02/18 19:16:56+00,2024/02/18 20:29:10+00,2024/02/18 19:15:42+00,2911,12:59:30
-80.879137,41.86701,OH,Saybrook-on-the-Lake,41.86701,-80.879137,2024/02/18 18:01:10+00,2024/02/18 19:15:05+00,2024/02/18 19:18:54+00,2024/02/18 20:29:50+00,2024/02/18 19:17:00+00,2912,01:01:10
-84.583975,40.988653,OH,Scott,40.988653,-84.583975,2024/02/18 17:54:50+00,2024/02/18 19:09:53+00,2024/02/18 19:12:41+00,2024/02/18 20:25:30+00,2024/02/18 19:11:17+00,2913,12:54:50
-81.676292,41.379264,OH,Seven Hills,41.379264,-81.676292,2024/02/18 17:59:30+00,2024/02/18 19:13:44+00,2024/02/18 19:17:27+00,2024/02/18 20:29:00+00,2024/02/18 19:15:36+00,2914,12:59:30
-99.763098,29.725358,TX,Leakey,29.725358,-99.763098,2024/02/18 17:13:30+00,2024/02/18 18:30:32+00,2024/02/18 18:34:58+00,2024/02/18 19:54:00+00,2024/02/18 18:32:45+00,2915,12:13:30
-97.463601,32.678284,TX,Benbrook,32.678284,-97.463601,2024/02/18 17:22:30+00,2024/02/18 18:40:12+00,2024/02/18 18:42:38+00,2024/02/18 20:01:30+00,2024/02/18 18:41:25+00,2916,12:22:30
-94.570239,34.041866,OK,Eagletown,34.041866,-94.570239,2024/02/18 17:29:10+00,2024/02/18 18:46:00+00,2024/02/18 18:50:21+00,2024/02/18 20:07:30+00,2024/02/18 18:48:10+00,2917,12:29:10
-97.861741,30.574273,TX,Leander,30.574273,-97.861741,2024/02/18 17:17:50+00,2024/02/18 18:35:33+00,2024/02/18 18:39:09+00,2024/02/18 19:58:20+00,2024/02/18 18:37:21+00,2918,12:17:50
-95.701859,32.446547,TX,Ben Wheeler,32.446547,-95.701859,2024/02/18 17:24:30+00,2024/02/18 18:42:07+00,2024/02/18 18:45:48+00,2024/02/18 20:04:00+00,2024/02/18 18:43:58+00,2919,12:24:30
-95.497668,34.327347,OK,Finley,34.327347,-95.497668,2024/02/18 17:28:20+00,2024/02/18 18:46:05+00,2024/02/18 18:48:06+00,2024/02/18 20:06:20+00,2024/02/18 18:47:06+00,2920,12:28:20
-94.211269,33.467033,TX,Leary,33.467033,-94.211269,2024/02/18 17:28:40+00,2024/02/18 18:46:21+00,2024/02/18 18:49:30+00,2024/02/18 20:07:20+00,2024/02/18 18:47:56+00,2921,12:28:40
-95.469807,32.089249,TX,Berryville,32.089249,-95.469807,2024/02/18 17:24:20+00,2024/02/18 18:43:30+00,2024/02/18 18:43:38+00,2024/02/18 20:04:00+00,2024/02/18 18:43:34+00,2922,12:24:20
-95.277635,34.031395,OK,Fort Towson,34.031395,-95.277635,2024/02/18 17:28:00+00,2024/02/18 18:45:08+00,2024/02/18 18:48:51+00,2024/02/18 20:06:20+00,2024/02/18 18:47:00+00,2923,12:28:00
-96.246466,33.383176,TX,Leonard,33.383176,-96.246466,2024/02/18 17:25:30+00,2024/02/18 18:42:44+00,2024/02/18 18:46:11+00,2024/02/18 20:04:10+00,2024/02/18 18:44:28+00,2924,12:25:30
-98.066459,30.74466,TX,Bertram,30.74466,-98.066459,2024/02/18 17:17:50+00,2024/02/18 18:35:09+00,2024/02/18 18:39:24+00,2024/02/18 19:58:10+00,2024/02/18 18:37:16+00,2925,12:17:50
-94.930997,33.957181,OK,Garvin,33.957181,-94.930997,2024/02/18 17:28:20+00,2024/02/18 18:45:21+00,2024/02/18 18:49:34+00,2024/02/18 20:06:50+00,2024/02/18 18:47:28+00,2926,12:28:20
-98.6143,29.495375,TX,Leon Valley,29.495375,-98.6143,2024/02/18 17:14:40+00,2024/02/18 18:33:14+00,2024/02/18 18:35:08+00,2024/02/18 19:55:30+00,2024/02/18 18:34:11+00,2927,12:14:40
-94.902967,34.030741,OK,Golden,34.030741,-94.902967,2024/02/18 17:28:40+00,2024/02/18 18:45:31+00,2024/02/18 18:49:41+00,2024/02/18 20:06:50+00,2024/02/18 18:47:36+00,2928,12:28:40
-97.021707,31.732358,TX,Leroy,31.732358,-97.021707,2024/02/18 17:21:20+00,2024/02/18 18:38:28+00,2024/02/18 18:42:45+00,2024/02/18 20:01:10+00,2024/02/18 18:40:36+00,2929,12:21:20
-95.517868,33.936486,OK,Grant,33.936486,-95.517868,2024/02/18 17:27:30+00,2024/02/18 18:44:42+00,2024/02/18 18:48:13+00,2024/02/18 20:05:50+00,2024/02/18 18:46:28+00,2930,12:27:30
-94.657009,33.840923,OK,Haworth,33.840923,-94.657009,2024/02/18 17:28:40+00,2024/02/18 18:45:35+00,2024/02/18 18:49:54+00,2024/02/18 20:07:10+00,2024/02/18 18:47:44+00,2931,12:28:40
-96.974623,33.050725,TX,Lewisville,33.050725,-96.974623,2024/02/18 17:23:50+00,2024/02/18 18:41:29+00,2024/02/18 18:44:05+00,2024/02/18 20:02:40+00,2024/02/18 18:42:47+00,2932,12:23:50
-94.60779,34.891965,OK,Heavener,34.891965,-94.60779,2024/02/18 17:30:30+00,2024/02/18 18:48:00+00,2024/02/18 18:50:39+00,2024/02/18 20:08:10+00,2024/02/18 18:49:20+00,2933,12:30:30
-97.905506,30.663377,TX,Liberty Hill,30.663377,-97.905506,2024/02/18 17:18:00+00,2024/02/18 18:35:27+00,2024/02/18 18:39:23+00,2024/02/18 19:58:20+00,2024/02/18 18:37:25+00,2934,12:18:00
-96.407082,33.775265,OK,Hendrix,33.775265,-96.407082,2024/02/18 17:26:00+00,2024/02/18 18:44:40+00,2024/02/18 18:45:10+00,2024/02/18 20:04:20+00,2024/02/18 18:44:55+00,2935,12:26:00
-95.407344,32.494132,TX,Lindale,32.494132,-95.407344,2024/02/18 17:25:00+00,2024/02/18 18:42:58+00,2024/02/18 18:46:02+00,2024/02/18 20:04:30+00,2024/02/18 18:44:30+00,2936,12:25:00
-94.771597,34.165729,OK,Hochatown,34.165729,-94.771597,2024/02/18 17:29:00+00,2024/02/18 18:45:57+00,2024/02/18 18:50:04+00,2024/02/18 20:07:10+00,2024/02/18 18:48:00+00,2937,12:29:00
-94.362628,33.010954,TX,Linden,33.010954,-94.362628,2024/02/18 17:27:40+00,2024/02/18 18:46:28+00,2024/02/18 18:47:16+00,2024/02/18 20:06:40+00,2024/02/18 18:46:52+00,2938,12:27:40
-94.633889,34.840444,OK,Hodgen,34.840444,-94.633889,2024/02/18 17:30:20+00,2024/02/18 18:47:49+00,2024/02/18 18:50:36+00,2024/02/18 20:08:00+00,2024/02/18 18:49:12+00,2939,12:30:20
-96.919975,33.192497,TX,Little Elm,33.192497,-96.919975,2024/02/18 17:24:10+00,2024/02/18 18:42:05+00,2024/02/18 18:44:06+00,2024/02/18 20:02:50+00,2024/02/18 18:43:06+00,2940,12:24:10
-94.640305,34.949572,OK,Howe,34.949572,-94.640305,2024/02/18 17:30:40+00,2024/02/18 18:48:15+00,2024/02/18 18:50:27+00,2024/02/18 20:08:10+00,2024/02/18 18:49:21+00,2941,12:30:40
-97.346981,30.978753,TX,Little River-Academy,30.978753,-97.346981,2024/02/18 17:19:20+00,2024/02/18 18:37:09+00,2024/02/18 18:40:36+00,2024/02/18 19:59:30+00,2024/02/18 18:38:52+00,2942,12:19:20
-95.512179,34.011584,OK,Hugo,34.011584,-95.512179,2024/02/18 17:27:40+00,2024/02/18 18:44:55+00,2024/02/18 18:48:15+00,2024/02/18 20:05:50+00,2024/02/18 18:46:35+00,2943,12:27:40
-98.676524,30.751007,TX,Llano,30.751007,-98.676524,2024/02/18 17:17:00+00,2024/02/18 18:34:06+00,2024/02/18 18:38:30+00,2024/02/18 19:57:10+00,2024/02/18 18:36:18+00,2944,12:17:00
-94.822174,33.907406,OK,Idabel,33.907406,-94.822174,2024/02/18 17:28:30+00,2024/02/18 18:45:25+00,2024/02/18 18:49:44+00,2024/02/18 20:06:50+00,2024/02/18 18:47:34+00,2945,12:28:30
-96.022352,32.223486,TX,Log Cabin,32.223486,-96.022352,2024/02/18 17:23:40+00,2024/02/18 18:41:10+00,2024/02/18 18:44:58+00,2024/02/18 20:03:10+00,2024/02/18 18:43:04+00,2946,12:23:40
-96.354436,33.769572,OK,Kemp,33.769572,-96.354436,2024/02/18 17:26:00+00,2024/02/18 18:44:30+00,2024/02/18 18:45:30+00,2024/02/18 20:04:20+00,2024/02/18 18:45:00+00,2947,12:26:00
-99.832709,28.722077,TX,Loma Grande,28.722077,-99.832709,2024/02/18 17:11:30+00,2024/02/18 18:29:09+00,2024/02/18 18:32:35+00,2024/02/18 19:52:30+00,2024/02/18 18:30:52+00,2948,12:11:30
-95.023033,33.984902,OK,Millerton,33.984902,-95.023033,2024/02/18 17:28:20+00,2024/02/18 18:45:18+00,2024/02/18 18:49:24+00,2024/02/18 20:06:40+00,2024/02/18 18:47:21+00,2949,12:28:20
-98.392426,31.216622,TX,Lometa,31.216622,-98.392426,2024/02/18 17:18:20+00,2024/02/18 18:35:27+00,2024/02/18 18:39:37+00,2024/02/18 19:58:10+00,2024/02/18 18:37:32+00,2950,12:18:20
-94.515539,34.993724,OK,Monroe,34.993724,-94.515539,2024/02/18 17:30:50+00,2024/02/18 18:48:22+00,2024/02/18 18:50:51+00,2024/02/18 20:08:30+00,2024/02/18 18:49:36+00,2951,12:30:50
-95.940658,32.996103,TX,Lone Oak,32.996103,-95.940658,2024/02/18 17:25:10+00,2024/02/18 18:42:13+00,2024/02/18 18:46:35+00,2024/02/18 20:04:10+00,2024/02/18 18:44:24+00,2952,12:25:10
-95.651087,34.325002,OK,Moyers,34.325002,-95.651087,2024/02/18 17:28:10+00,2024/02/18 18:46:40+00,2024/02/18 18:47:20+00,2024/02/18 20:06:00+00,2024/02/18 18:47:00+00,2953,12:28:10
-94.709073,32.93997,TX,Lone Star,32.93997,-94.709073,2024/02/18 17:26:50+00,2024/02/18 18:44:59+00,2024/02/18 18:47:38+00,2024/02/18 20:06:00+00,2024/02/18 18:46:18+00,2954,12:26:50
-95.210298,34.480729,OK,Nashoba,34.480729,-95.210298,2024/02/18 17:29:00+00,2024/02/18 18:46:34+00,2024/02/18 18:48:58+00,2024/02/18 20:06:50+00,2024/02/18 18:47:46+00,2955,12:29:00
-97.210204,31.383111,TX,Lorena,31.383111,-97.210204,2024/02/18 17:20:20+00,2024/02/18 18:37:42+00,2024/02/18 18:41:48+00,2024/02/18 20:00:20+00,2024/02/18 18:39:45+00,2956,12:20:20
-94.467919,35.251531,OK,Pocola,35.251531,-94.467919,2024/02/18 17:31:30+00,2024/02/18 18:50:00+00,2024/02/18 18:50:20+00,2024/02/18 20:08:40+00,2024/02/18 18:50:10+00,2957,12:31:30
-97.849781,30.302237,TX,Lost Creek,30.302237,-97.849781,2024/02/18 17:17:20+00,2024/02/18 18:35:35+00,2024/02/18 18:38:13+00,2024/02/18 19:58:00+00,2024/02/18 18:36:54+00,2958,12:17:20
-94.610269,35.06665,OK,Poteau,35.06665,-94.610269,2024/02/18 17:30:50+00,2024/02/18 18:48:54+00,2024/02/18 18:49:56+00,2024/02/18 20:08:20+00,2024/02/18 18:49:25+00,2959,12:30:50
-97.033576,31.206257,TX,Lott,31.206257,-97.033576,2024/02/18 17:20:20+00,2024/02/18 18:38:07+00,2024/02/18 18:41:25+00,2024/02/18 20:00:20+00,2024/02/18 18:39:46+00,2960,12:20:20
-95.404544,34.19604,OK,Rattan,34.19604,-95.404544,2024/02/18 17:28:10+00,2024/02/18 18:45:32+00,2024/02/18 18:48:34+00,2024/02/18 20:06:20+00,2024/02/18 18:47:03+00,2961,12:28:10
-96.544985,33.169279,TX,Lowry Crossing,33.169279,-96.544985,2024/02/18 17:24:40+00,2024/02/18 18:41:57+00,2024/02/18 18:45:21+00,2024/02/18 20:03:30+00,2024/02/18 18:43:39+00,2962,12:24:40
-94.482614,35.184921,OK,Rock Island,35.184921,-94.482614,2024/02/18 17:31:10+00,2024/02/18 18:49:24+00,2024/02/18 18:50:01+00,2024/02/18 20:08:40+00,2024/02/18 18:49:42+00,2963,12:31:10
-96.581182,33.101031,TX,Lucas,33.101031,-96.581182,2024/02/18 17:24:30+00,2024/02/18 18:41:44+00,2024/02/18 18:45:14+00,2024/02/18 20:03:20+00,2024/02/18 18:43:29+00,2964,12:24:30
-95.378474,34.018708,OK,Sawyer,34.018708,-95.378474,2024/02/18 17:27:50+00,2024/02/18 18:45:01+00,2024/02/18 18:48:36+00,2024/02/18 20:06:10+00,2024/02/18 18:46:48+00,2965,12:27:50
-98.793675,29.234619,TX,Lytle,29.234619,-98.793675,2024/02/18 17:14:00+00,2024/02/18 18:33:05+00,2024/02/18 18:33:43+00,2024/02/18 19:54:50+00,2024/02/18 18:33:24+00,2966,12:14:00
-94.646471,34.47276,OK,Smithville,34.47276,-94.646471,2024/02/18 17:29:50+00,2024/02/18 18:46:45+00,2024/02/18 18:50:32+00,2024/02/18 20:07:40+00,2024/02/18 18:48:38+00,2967,12:29:50
-96.109504,32.371862,TX,Mabank,32.371862,-96.109504,2024/02/18 17:23:50+00,2024/02/18 18:41:03+00,2024/02/18 18:45:13+00,2024/02/18 20:03:10+00,2024/02/18 18:43:08+00,2968,12:23:50
-95.696601,34.032075,OK,Soper,34.032075,-95.696601,2024/02/18 17:27:30+00,2024/02/18 18:44:57+00,2024/02/18 18:47:44+00,2024/02/18 20:05:40+00,2024/02/18 18:46:20+00,2969,12:27:30
